# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=4
# for k=1.05469e-05 to 9.11685 h/Mpc,
# number of wavenumbers equal to 270
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_ur                  14:t_tot              
       1.054685254309e-05      -3.387776910425e-04      -2.541134684830e-04      -2.541134770984e-04      -3.387761681457e-04      -2.542376536244e-04       5.978697635545e-01       5.969726262508e-01      -1.715116999918e-11      -4.265195438055e-15      -1.795770189461e-11      -3.482811424418e-14       3.177967454445e+02       3.358894347847e+02 
       1.117179284516e-05      -3.801092596195e-04      -2.851199642497e-04      -2.851199750959e-04      -3.801073424214e-04      -2.852592950374e-04       5.978696565943e-01       5.969725385738e-01      -2.159181230984e-11      -5.369526367037e-15      -2.260716302613e-11      -4.384552980903e-14       6.899144396176e+02       7.291885047751e+02 
       1.183376318815e-05      -4.264826038812e-04      -3.199098162862e-04      -3.199098299407e-04      -4.264801903037e-04      -3.200661388964e-04       5.978695391064e-01       5.969724427414e-01      -2.718215568585e-11      -6.759829551959e-15      -2.846038677651e-11      -5.519759906219e-14       1.497492131149e+03       1.582696010336e+03 
       1.253495773991e-05      -4.785125406893e-04      -3.589446614252e-04      -3.589446786148e-04      -4.785095022466e-04      -3.591200468168e-04       5.978694076983e-01       5.969723353937e-01      -3.421986171203e-11      -8.509995172932e-15      -3.582901776267e-11      -6.948873797116e-14       3.247560042942e+03       3.431892698945e+03 
       1.327770068094e-05      -5.368888080564e-04      -4.027424629700e-04      -4.027424846105e-04      -5.368849829102e-04      -4.029392341868e-04       5.978692605099e-01       5.969722154610e-01      -4.307959900040e-11      -1.071331671590e-14      -4.510537290373e-11      -8.747981146598e-14       7.014755029599e+03       7.408721799575e+03 
       1.406445390808e-05      -6.023851848331e-04      -4.518843857508e-04      -4.518844129944e-04      -6.023803693319e-04      -4.521051485220e-04       5.978690943301e-01       5.969720799089e-01      -5.423307875684e-11      -1.348729015016e-14      -5.678332827610e-11      -1.101287179052e-13       1.492635580842e+04       1.573525426667e+04 
       1.489782519471e-05      -6.758697130624e-04      -5.070225070880e-04      -5.070225413850e-04      -6.758636508723e-04      -5.072701841230e-04       5.978689087292e-01       5.969719283816e-01      -6.827413453326e-11      -1.697913202249e-14      -7.148460197411e-11      -1.386412252573e-13       3.040683155406e+04       3.189401796377e+04 
       1.578057683454e-05      -7.583161646429e-04      -5.688884721927e-04      -5.688885153702e-04      -7.583085328813e-04      -5.691663416112e-04       5.978687053566e-01       5.969717635467e-01      -8.595019518277e-11      -2.137518068183e-14      -8.999184331273e-11      -1.745352339146e-13       5.558344318377e+04       5.762700047385e+04 
       1.671563479743e-05      -8.508168634695e-04      -6.383031813795e-04      -6.383032357359e-04      -8.508072559024e-04      -6.386149197516e-04       5.978684678224e-01       5.969715690426e-01      -1.082023247049e-10      -2.690927984386e-14      -1.132902786771e-10      -2.197216195880e-13       7.990563980567e+04       8.073771636739e+04 
       1.770609842788e-05      -9.545971472579e-04      -7.161877240446e-04      -7.161877924743e-04      -9.545850524575e-04      -7.165374546278e-04       5.978682060665e-01       5.969713555949e-01      -1.362150434451e-10      -3.387625857839e-14      -1.426201401712e-10      -2.766057827234e-13       6.628702138041e+04       6.333611792259e+04 
       1.875525071809e-05      -1.071031466560e-03      -8.035755642402e-04      -8.035756503871e-04      -1.071016240491e-03      -8.039679109770e-04       5.978679152067e-01       5.969711190242e-01      -1.714794304971e-10      -4.264685484629e-14      -1.795426546785e-10      -3.482156044965e-13       3.593101246184e+04       3.492835933884e+04 
       1.986656918977e-05      -1.201661485804e-03      -9.016262563902e-04      -9.016263648414e-04      -1.201642317901e-03      -9.020664043682e-04       5.978675859470e-01       5.969708506929e-01      -2.158725338618e-10      -5.368825306663e-14      -2.260230912064e-10      -4.383627459115e-13       1.801633028417e+04       1.711274724407e+04 
       2.104373742076e-05      -1.348216388657e-03      -1.011640850108e-03      -1.011640986638e-03      -1.348192258755e-03      -1.012134613244e-03       5.978672155989e-01       5.969705485182e-01      -2.717572383192e-10      -6.758737537259e-14      -2.845353103898e-10      -5.518451948311e-13       9.630087189551e+03       8.971792105808e+03 
       2.229065725459e-05      -1.512635583408e-03      -1.135079140352e-03      -1.135079312228e-03      -1.512605207067e-03      -1.135633037124e-03       5.978668018273e-01       5.969702112640e-01      -3.421076967946e-10      -8.508460250760e-14      -3.581933350194e-10      -6.947025568441e-13       4.333535699870e+03       4.130083441139e+03 
       2.361146173358e-05      -1.697094148653e-03      -1.273579031031e-03      -1.273579247402e-03      -1.697055909290e-03      -1.274200369191e-03       5.978663356957e-01       5.969698309273e-01      -4.306677672288e-10      -1.071107325052e-13      -4.509169397941e-10      -8.745371703345e-13       1.753660821768e+03       1.633103559475e+03 
       2.501052879817e-05      -1.904031356807e-03      -1.428978277207e-03      -1.428978549597e-03      -1.903983218465e-03      -1.429675248518e-03       5.978658114827e-01       5.969694033286e-01      -5.421495586582e-10      -1.348417214011e-13      -5.676400659582e-10      -1.100918539879e-12       5.857944310526e+02       5.327866548303e+02 
       2.649249579812e-05      -2.136182599750e-03      -1.603338873380e-03      -1.603339216291e-03      -2.136122000854e-03      -1.604120659490e-03       5.978652259195e-01       5.969689258704e-01      -6.824852122486e-10      -1.697481287342e-13      -7.145731180417e-10      -1.385891524686e-12       1.100158817768e+02       9.597754355737e+01 
       2.806227486340e-05      -2.396615084368e-03      -1.798974378425e-03      -1.798974810108e-03      -2.396538800110e-03      -1.799851269138e-03       5.978645663770e-01       5.969683877285e-01      -8.591403591372e-10      -2.136913220690e-13      -8.995329526237e-10      -1.744617112193e-12       1.544890283833e+01       1.337777373821e+01 
       2.972506918601e-05      -2.688767900310e-03      -2.018480667353e-03      -2.018481210779e-03      -2.688671873018e-03      -2.019464192721e-03       5.978638285048e-01       5.969677857715e-01      -1.081512984219e-09      -2.690067124552e-13      -1.132358320657e-09      -2.196178169832e-12       1.990011469780e+00       1.714592938845e+00 
       3.148639026643e-05      -3.016496694516e-03      -2.264770313889e-03      -2.264770998005e-03      -3.016375812145e-03      -2.265873391599e-03       5.978630009123e-01       5.969671111181e-01      -1.361428793895e-09      -3.386416999249e-13      -1.425432389511e-09      -2.764590728151e-12      -1.235608942232e+05       5.004868099363e-02 
       3.335207618210e-05      -3.384123731929e-03      -2.541111253542e-03      -2.541112114741e-03      -3.383971566620e-03      -2.542348353183e-03       5.978620715131e-01       5.969663528853e-01      -1.713775879785e-09      -4.262935074782e-13      -1.794340343172e-09      -3.480084157186e-12       7.455958967518e+01      -7.900850190527e+04 
