# Matter power spectrum P(k) at redshift z=20
# for k=1.05469e-05 to 9.11685 h/Mpc,
# number of wavenumbers equal to 270
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054685254309e-05       1.897738830496e-01 
       1.117179284516e-05       2.005782735930e-01 
       1.183376318815e-05       2.119977795159e-01 
       1.253495773991e-05       2.240674314809e-01 
       1.327770068094e-05       2.368242314068e-01 
       1.406445390808e-05       2.503073106252e-01 
       1.489782519471e-05       2.645580132433e-01 
       1.578057683454e-05       2.796200392133e-01 
       1.671563479743e-05       2.955395769562e-01 
       1.770609842788e-05       3.123654481891e-01 
       1.875525071809e-05       3.301492442682e-01 
       1.986656918977e-05       3.489455017474e-01 
       2.104373742076e-05       3.688118575769e-01 
       2.229065725459e-05       3.898092313102e-01 
       2.361146173358e-05       4.120020072692e-01 
       2.501052879817e-05       4.354582377347e-01 
       2.649249579812e-05       4.602498406946e-01 
       2.806227486340e-05       4.864528389327e-01 
       2.972506918601e-05       5.141475703950e-01 
       3.148639026643e-05       5.434189474136e-01 
       3.335207618210e-05       5.743567171301e-01 
       3.532831093829e-05       6.070557286896e-01 
       3.742164496560e-05       6.416162281714e-01 
       3.963901683208e-05       6.781441679344e-01 
       4.198777624174e-05       7.167515206152e-01 
       4.447570839598e-05       7.575566318565e-01 
       4.711105979834e-05       8.006845734207e-01 
       4.990256558844e-05       8.462675316340e-01 
       5.285947849546e-05       8.944452038683e-01 
       5.599159950724e-05       9.453652301248e-01 
       5.930931035668e-05       9.991836368853e-01 
       6.282360793301e-05       1.056065319673e+00 
       6.654614073212e-05       1.116184533309e+00 
       7.048924746667e-05       1.179725430749e+00 
       7.466599796401e-05       1.246882617914e+00 
       7.909023648746e-05       1.317861739723e+00 
       8.377662762449e-05       1.392880106153e+00 
       8.874070489404e-05       1.472167348666e+00 
       9.399892223387e-05       1.555966105448e+00 
       9.956870853887e-05       1.644532755050e+00 
       1.054685254309e-04       1.738138188374e+00 
       1.117179284516e-04       1.837068611791e+00 
       1.183376318815e-04       1.941626400564e+00 
       1.253495773991e-04       2.052131000528e+00 
       1.327770068094e-04       2.168919872998e+00 
       1.406445390808e-04       2.292349477313e+00 
