# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.4
# for k=1.05469e-05 to 9.11685 h/Mpc,
# number of wavenumbers equal to 270
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_ur                  14:t_tot              
       1.054685254309e-05      -1.062975865916e-03      -7.975523693849e-04      -7.975523989396e-04      -1.062961431887e-03      -7.976615117770e-04       5.342369744025e-01       5.340119919322e-01      -1.015378676147e-10      -2.777699852161e-15      -1.041705198419e-10      -5.667033112421e-14       3.177967454445e+02       3.358894347847e+02 
       1.117179284516e-05      -1.192619873821e-03      -8.948683438218e-04      -8.948683810287e-04      -1.192601703148e-03      -8.949907826233e-04       5.342368478405e-01       5.340118815165e-01      -1.278241551512e-10      -3.496889813946e-15      -1.311382412176e-10      -7.134122782093e-14       6.899144396176e+02       7.291885047751e+02 
       1.183376318815e-05      -1.338067638435e-03      -1.004058614613e-03      -1.004058661454e-03      -1.338044763964e-03      -1.004195966800e-03       5.342367491984e-01       5.340118009859e-01      -1.609148038121e-10      -4.402244344766e-15      -1.650866585414e-10      -8.980975958781e-14       1.497492131149e+03       1.582696010336e+03 
       1.253495773991e-05      -1.501243519373e-03      -1.126572011335e-03      -1.126572070302e-03      -1.501214723747e-03      -1.126726089770e-03       5.342365360306e-01       5.340116081303e-01      -2.025708740601e-10      -5.541977177803e-15      -2.078224329430e-10      -1.130588021963e-13       3.247560042942e+03       3.431892698945e+03 
       1.327770068094e-05      -1.684305937681e-03      -1.264034348322e-03      -1.264034422557e-03      -1.684269687840e-03      -1.264207185328e-03       5.342364289547e-01       5.340115238756e-01      -2.550090611331e-10      -6.976812996302e-15      -2.616197946576e-10      -1.423255646332e-13       7.014755029599e+03       7.408721799575e+03 
       1.406445390808e-05      -1.889674869152e-03      -1.418269417529e-03      -1.418269510984e-03      -1.889629236245e-03      -1.418463291147e-03       5.342361985334e-01       5.340113190400e-01      -3.210196749918e-10      -8.783123769170e-15      -3.293411464815e-10      -1.791673243794e-13       1.492635580842e+04       1.573525426667e+04 
       1.489782519471e-05      -2.120064563944e-03      -1.591323996676e-03      -1.591324114327e-03      -2.120007119847e-03      -1.591541460135e-03       5.342359848492e-01       5.340111340437e-01      -4.041148654168e-10      -1.105697016606e-14      -4.145896333754e-10      -2.255442651002e-13       3.040683155406e+04       3.189401796377e+04 
       1.578057683454e-05      -2.378518159336e-03      -1.785494397538e-03      -1.785494545650e-03      -2.378445846902e-03      -1.785738312085e-03       5.342357905960e-01       5.340109719870e-01      -5.087151494203e-10      -1.391943196421e-14      -5.219003096454e-10      -2.839235725502e-13       5.558344318377e+04       5.762700047385e+04 
       1.671563479743e-05      -2.668447254078e-03      -2.003356890968e-03      -2.003357077425e-03      -2.668356226428e-03      -2.003630462502e-03       5.342355365825e-01       5.340107540882e-01      -6.403845891243e-10      -1.752283707424e-14      -6.569810666980e-10      -3.574105824894e-13       7.990563980567e+04       8.073771636739e+04 
       1.770609842788e-05      -2.993677097080e-03      -2.247802530436e-03      -2.247802765167e-03      -2.993562511328e-03      -2.248109350477e-03       5.342352522514e-01       5.340105102919e-01      -8.061259475710e-10      -2.205942945928e-14      -8.270160732324e-10      -4.499137464518e-13       6.628702138041e+04       6.333611792259e+04 
       1.875525071809e-05      -3.358495162165e-03      -2.522074760072e-03      -2.522075055574e-03      -3.358350923112e-03      -2.522418851318e-03       5.342349191826e-01       5.340102226896e-01      -1.014752920490e-09      -2.777002755330e-14      -1.041046878579e-09      -5.663519713791e-13       3.593101246184e+04       3.492835933884e+04 
       1.986656918977e-05      -3.767707228570e-03      -2.829812953365e-03      -2.829813325370e-03      -3.767525663900e-03      -2.830198820511e-03       5.342345526738e-01       5.340099071999e-01      -1.277357547385e-09      -3.495881315460e-14      -1.310452555745e-09      -7.129159381067e-13       1.801633028417e+04       1.711274724407e+04 
       2.104373742076e-05      -4.226699048417e-03      -3.175100527889e-03      -3.175100996200e-03      -4.226470504950e-03      -3.175533214145e-03       5.342341268399e-01       5.340095385771e-01      -1.607899450441e-09      -4.400824925708e-14      -1.649553200150e-09      -8.973965537091e-13       9.630087189551e+03       8.971792105808e+03 
       2.229065725459e-05      -4.741505353573e-03      -3.562519038493e-03      -3.562519628036e-03      -4.741217681666e-03      -3.563004188404e-03       5.342336482081e-01       5.340091241105e-01      -2.023945460416e-09      -5.539951644810e-14      -2.076369466914e-09      -1.129597947333e-12       4.333535699870e+03       4.130083441139e+03 
       2.361146173358e-05      -5.318887052092e-03      -3.997209022997e-03      -3.997209765151e-03      -5.318524959911e-03      -3.997752952193e-03       5.342331609435e-01       5.340087088467e-01      -2.547600611853e-09      -6.973874907039e-14      -2.613577745233e-09      -1.421857205511e-12       1.753660821768e+03       1.633103559475e+03 
       2.501052879817e-05      -5.966417788039e-03      -4.484938626864e-03      -4.484939561152e-03      -5.965962026720e-03      -4.485548399458e-03       5.342325733139e-01       5.340082020081e-01      -3.206679281717e-09      -8.779059232459e-14      -3.289711236206e-09      -1.789698147466e-12       5.857944310526e+02       5.327866548303e+02 
       2.649249579812e-05      -6.692578583364e-03      -5.032179264703e-03      -5.032180440840e-03      -6.692004945011e-03      -5.032862778770e-03       5.342319096759e-01       5.340076289499e-01      -4.036180890664e-09      -1.105127127933e-13      -4.140670304348e-09      -2.252653228569e-12       1.100158817768e+02       9.597754355737e+01 
       2.806227486340e-05      -7.506865393071e-03      -5.646192121945e-03      -5.646193602535e-03      -7.506143402922e-03      -5.646958204146e-03       5.342311611807e-01       5.340069820799e-01      -5.080135003140e-09      -1.391148682786e-13      -5.211621850455e-09      -2.835296098423e-12       1.544890283833e+01       1.337777373821e+01 
       2.972506918601e-05      -8.419907550485e-03      -6.335124402488e-03      -6.335126266309e-03      -8.418998878097e-03      -6.335982912272e-03       5.342303651579e-01       5.340063000172e-01      -6.393936772507e-09      -1.751168014195e-13      -6.559386405727e-09      -3.568542137611e-12       1.990011469780e+00       1.714592938845e+00 
       3.148639026643e-05      -9.443599163353e-03      -7.108117118012e-03      -7.108119464268e-03      -9.442455566703e-03      -7.109079062263e-03       5.342294275174e-01       5.340054902180e-01      -8.047264554161e-09      -2.204338575947e-13      -8.255438409246e-09      -4.491279306116e-12      -1.235608942232e+05       5.004868099363e-02 
       3.335207618210e-05      -1.059124590980e-02      -7.975426893357e-03      -7.975429846878e-03      -1.058980671360e-02      -7.976504552036e-03       5.342283915475e-01       5.340045976127e-01      -1.012776466584e-08      -2.774747591735e-13      -1.038967734416e-08      -5.652422160919e-12       7.455958967518e+01      -7.900850190527e+04 
       3.532831093829e-05      -1.187772595932e-02      -8.948561283154e-03      -8.948565001118e-03      -1.187591482162e-02      -8.949768346635e-03       5.342272384104e-01       5.340036052742e-01      -1.274566280901e-08      -3.492717728872e-13      -1.307516346360e-08      -7.113487266926e-12       6.846402171312e-02       7.395205073977e+01 
