# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.9
# for k=1.05469e-05 to 9.11685 h/Mpc,
# number of wavenumbers equal to 270
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_ur                  14:t_tot              
       1.054685254309e-05      -8.386032601956e-04      -6.291454017058e-04      -6.291454266616e-04      -8.385936172137e-04      -6.292622690101e-04       5.661050736032e-01       5.657793413293e-01      -6.953629827677e-11      -3.341370777365e-15      -7.168598557343e-11      -5.288277579307e-14       3.177967454445e+02       3.358894347847e+02 
       1.117179284516e-05      -9.408929541143e-04      -7.059126291560e-04      -7.059126605733e-04      -9.408808146591e-04      -7.060437393444e-04       5.661049425297e-01       5.657792281711e-01      -8.753865827746e-11      -4.206502235793e-15      -9.024482268137e-11      -6.657367386646e-14       6.899144396176e+02       7.291885047751e+02 
       1.183376318815e-05      -1.055654781323e-03      -7.920468899502e-04      -7.920469295020e-04      -1.055639499184e-03      -7.921939765036e-04       5.661048331985e-01       5.657791389064e-01      -1.102013308007e-10      -5.295597232138e-15      -1.136079934213e-10      -8.380875635245e-14       1.497492131149e+03       1.582696010336e+03 
       1.253495773991e-05      -1.184407967055e-03      -8.886909510507e-04      -8.886910008425e-04      -1.184388728826e-03      -8.888559577887e-04       5.661046213258e-01       5.657789495681e-01      -1.387305736447e-10      -6.666620288532e-15      -1.430190084414e-10      -1.055053781997e-13       3.247560042942e+03       3.431892698945e+03 
       1.327770068094e-05      -1.328857201381e-03      -9.971275445019e-04      -9.971276071859e-04      -1.328832982691e-03      -9.973126510520e-04       5.661045265165e-01       5.657788800537e-01      -1.746447901321e-10      -8.392679153639e-15      -1.800432837091e-10      -1.328183385955e-13       7.014755029599e+03       7.408721799575e+03 
       1.406445390808e-05      -1.490913325859e-03      -1.118795106984e-03      -1.118795185898e-03      -1.490882837780e-03      -1.119002757028e-03       5.661042742942e-01       5.657786562175e-01      -2.198553914046e-10      -1.056557735933e-14      -2.266511281718e-10      -1.672012118933e-13       1.492635580842e+04       1.573525426667e+04 
       1.489782519471e-05      -1.672720454604e-03      -1.255308402923e-03      -1.255308502267e-03      -1.672682074602e-03      -1.255541336101e-03       5.661040632464e-01       5.657784769729e-01      -2.767683512173e-10      -1.330091829644e-14      -2.853228772970e-10      -2.104837488442e-13       3.040683155406e+04       3.189401796377e+04 
       1.578057683454e-05      -1.876682651359e-03      -1.408478886658e-03      -1.408479011723e-03      -1.876634336413e-03      -1.408740174027e-03       5.661038844005e-01       5.657783338166e-01      -3.484120242914e-10      -1.674436849236e-14      -3.591804981284e-10      -2.649690518920e-13       5.558344318377e+04       5.762700047385e+04 
       1.671563479743e-05      -2.105495325217e-03      -1.580338697935e-03      -1.580338855380e-03      -2.105434504444e-03      -1.580631781601e-03       5.661035996159e-01       5.657780890753e-01      -4.385984134448e-10      -2.107915566978e-14      -4.521535474341e-10      -3.335560914028e-13       7.990563980567e+04       8.073771636739e+04 
       1.770609842788e-05      -2.362181689995e-03      -1.773168567714e-03      -1.773168765922e-03      -2.362105126838e-03      -1.773497305291e-03       5.661033363940e-01       5.657778708047e-01      -5.521253825491e-10      -2.653664774927e-14      -5.691881893803e-10      -4.198937914617e-13       6.628702138041e+04       6.333611792259e+04 
