# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  604       2.889379130214e-10       2.783759878245e-12       3.739505535967e-12       1.034019742960e-14       3.948414128449e-14       2.591768071110e-15      -4.621420619672e-16 
  605       2.877496427209e-10       2.823512067859e-12       3.698766601419e-12       1.035028481896e-14       3.924756111385e-14       2.623657819697e-15      -4.685288790364e-16 
  606       2.865629777813e-10       2.863333438634e-12       3.653763331967e-12       1.036020129886e-14       3.901276348265e-14       2.655673289819e-15      -4.748263216289e-16 
  607       2.853785610003e-10       2.903207808536e-12       3.604500307491e-12       1.036994960757e-14       3.877973075806e-14       2.687827714393e-15      -4.810344147901e-16 
  608       2.841970427195e-10       2.943118790155e-12       3.550982564661e-12       1.037953253132e-14       3.854844476313e-14       2.720134499875e-15      -4.871531949851e-16 
  609       2.830190808541e-10       2.983049789872e-12       3.493215599345e-12       1.038895290445e-14       3.831888677395e-14       2.752607226984e-15      -4.931827101619e-16 
  610       2.818453409213e-10       3.022984007043e-12       3.431205369016e-12       1.039821360968e-14       3.809103751693e-14       2.785259651420e-15      -4.991230198153e-16 
  611       2.806764960702e-10       3.062904433166e-12       3.364958295152e-12       1.040731757826e-14       3.786487716601e-14       2.818105704586e-15      -5.049741950505e-16 
  612       2.795132271101e-10       3.102793851063e-12       3.294481265648e-12       1.041626779021e-14       3.764038533988e-14       2.851159494300e-15      -5.107363186466e-16 
  613       2.783562225404e-10       3.142634834053e-12       3.219781637220e-12       1.042506727453e-14       3.741754109923e-14       2.884435305524e-15      -5.164094851199e-16 
  614       2.772061785791e-10       3.182409745125e-12       3.140867237808e-12       1.043371910938e-14       3.719632294393e-14       2.917947601075e-15      -5.219938007882e-16 
  615       2.760637991922e-10       3.222100736117e-12       3.057746368987e-12       1.044222642229e-14       3.697670881031e-14       2.951711022349e-15      -5.274893838337e-16 
  616       2.749297458473e-10       3.261690613894e-12       2.970433402777e-12       1.045059239685e-14       3.675867872461e-14       2.985734137070e-15      -5.328961687690e-16 
  617       2.738044854111e-10       3.301165463055e-12       2.878965712584e-12       1.045882029242e-14       3.654222283792e-14       3.020000518687e-15      -5.382133146274e-16 
  618       2.726884387117e-10       3.340512083626e-12       2.783387147468e-12       1.046691342526e-14       3.632733357583e-14       3.054487220884e-15      -5.434397829006e-16 
  619       2.715820305020e-10       3.379717129127e-12       2.683742478144e-12       1.047487516237e-14       3.611400299741e-14       3.089170988795e-15      -5.485745318715e-16 
  620       2.704856894727e-10       3.418767106016e-12       2.580077401160e-12       1.048270892164e-14       3.590222279331e-14       3.124028257742e-15      -5.536165166161e-16 
  621       2.693998482657e-10       3.457648373141e-12       2.472438543060e-12       1.049041817209e-14       3.569198428379e-14       3.159035151986e-15      -5.585646890052e-16 
  622       2.683249434871e-10       3.496347141189e-12       2.360873464565e-12       1.049800643410e-14       3.548327841682e-14       3.194167483470e-15      -5.634179977062e-16 
  623       2.672614157206e-10       3.534849472132e-12       2.245430664741e-12       1.050547727956e-14       3.527609576610e-14       3.229400750561e-15      -5.681753881852e-16 
  624       2.662097095410e-10       3.573141278680e-12       2.126159585171e-12       1.051283433213e-14       3.507042652919e-14       3.264710136801e-15      -5.728358027086e-16 
  625       2.651702735267e-10       3.611208323727e-12       2.003110614128e-12       1.052008126744e-14       3.486626052551e-14       3.300070509647e-15      -5.773981803449e-16 
  626       2.641435602739e-10       3.649036219805e-12       1.876335090749e-12       1.052722181325e-14       3.466358719444e-14       3.335456419217e-15      -5.818614569668e-16 
  627       2.631300264090e-10       3.686610428524e-12       1.745885309204e-12       1.053425974974e-14       3.446239559340e-14       3.370842097038e-15      -5.862245652527e-16 
  628       2.621301326024e-10       3.723916260033e-12       1.611814522869e-12       1.054119890965e-14       3.426267439587e-14       3.406201454788e-15      -5.904864346888e-16 
  629       2.611443435814e-10       3.760938872458e-12       1.474176948501e-12       1.054804317851e-14       3.406441188948e-14       3.441508083041e-15      -5.946459915707e-16 
  630       2.601731281438e-10       3.797663271358e-12       1.333027770407e-12       1.055479649487e-14       3.386759597410e-14       3.476735250015e-15      -5.987021590055e-16 
  631       2.592169591706e-10       3.834074309171e-12       1.188423144618e-12       1.056146285046e-14       3.367221415985e-14       3.511855900313e-15      -6.026538569135e-16 
  632       2.582763136398e-10       3.870156684666e-12       1.040420203059e-12       1.056804629047e-14       3.347825356521e-14       3.546842653671e-15      -6.065000020299e-16 
  633       2.573516726393e-10       3.905894942388e-12       8.890770577261e-13       1.057455091367e-14       3.328570091509e-14       3.581667803703e-15      -6.102395079069e-16 
  634       2.564435213803e-10       3.941273472111e-12       7.344528048521e-13       1.058098087269e-14       3.309454253884e-14       3.616303316643e-15      -6.138712849154e-16 
  635       2.555523492105e-10       3.976276508283e-12       5.766075290837e-13       1.058734037419e-14       3.290476436837e-14       3.650720830094e-15      -6.173942402467e-16 
  636       2.546786496273e-10       4.010888129481e-12       4.156023076521e-13       1.059363367910e-14       3.271635193620e-14       3.684891651771e-15      -6.208072779146e-16 
  637       2.538229202910e-10       4.045092257854e-12       2.514992145449e-13       1.059986510279e-14       3.252929037353e-14       3.718786758245e-15      -6.241092987571e-16 
  638       2.529856630382e-10       4.078872658575e-12       8.436132467890e-14       1.060603901530e-14       3.234356440827e-14       3.752376793692e-15      -6.272992004382e-16 
  639       2.521673838949e-10       4.112212939290e-12      -8.574728192809e-14       1.061215984154e-14       3.215915836316e-14       3.785632068633e-15      -6.303758774497e-16 
  640       2.513685930898e-10       4.145096549567e-12      -2.587615159848e-13       1.061823206153e-14       3.197605615380e-14       3.818522558682e-15      -6.333382211133e-16 
  641       2.505898050676e-10       4.177506780344e-12      -4.346152747542e-13       1.062426021054e-14       3.179424128672e-14       3.851017903290e-15      -6.361851195821e-16 
  642       2.498315385021e-10       4.209426763382e-12      -6.132414378816e-13       1.063024887937e-14       3.161369685744e-14       3.883087404493e-15      -6.389154578426e-16 
  643       2.490942575434e-10       4.240840878399e-12      -7.945708839607e-13       1.063620249976e-14       3.143440756177e-14       3.914707114391e-15      -6.415284984283e-16 
  644       2.483781940710e-10       4.271739010631e-12      -9.785295242102e-13       1.064212469497e-14       3.125636578353e-14       3.945881276514e-15      -6.440250330303e-16 
  645       2.476835214378e-10       4.302112388684e-12      -1.165041193315e-12       1.064801891488e-14       3.107956564096e-14       3.976621367952e-15      -6.464062569920e-16 
  646       2.470104128684e-10       4.331952185436e-12      -1.354028618154e-12       1.065388864960e-14       3.090400098468e-14       4.006939055407e-15      -6.486733910720e-16 
  647       2.463590414550e-10       4.361249517893e-12      -1.545413413345e-12       1.065973742959e-14       3.072966539631e-14       4.036846195995e-15      -6.508276815564e-16 
  648       2.457295801535e-10       4.389995447048e-12      -1.739116076785e-12       1.066556882584e-14       3.055655218712e-14       4.066354838045e-15      -6.528704003709e-16 
  649       2.451222017800e-10       4.418180977737e-12      -1.935055985201e-12       1.067138644996e-14       3.038465439669e-14       4.095477221894e-15      -6.548028451932e-16 
  650       2.445370790068e-10       4.445797058494e-12      -2.133151389688e-12       1.067719395437e-14       3.021396479159e-14       4.124225780695e-15      -6.566263395649e-16 
  651       2.439743843586e-10       4.472834581412e-12      -2.333319411253e-12       1.068299503243e-14       3.004447586395e-14       4.152613141206e-15      -6.583422330037e-16 
  652       2.434342902089e-10       4.499284381998e-12      -2.535476036366e-12       1.068879341861e-14       2.987617983019e-14       4.180652124600e-15      -6.599519011157e-16 
  653       2.429169687759e-10       4.525137239028e-12      -2.739536112493e-12       1.069459288858e-14       2.970906862961e-14       4.208355747252e-15      -6.614567457072e-16 
  654       2.424225921190e-10       4.550383874409e-12      -2.945413343652e-12       1.070039725942e-14       2.954313392308e-14       4.235737221552e-15      -6.628581948975e-16 
  655       2.419513321350e-10       4.575014953030e-12      -3.153020285946e-12       1.070621038972e-14       2.937836709166e-14       4.262809956692e-15      -6.641577032305e-16 
  656       2.415033605541e-10       4.599021082625e-12      -3.362268343115e-12       1.071203617977e-14       2.921475923526e-14       4.289587559472e-15      -6.653567517870e-16 
  657       2.410788489364e-10       4.622392813625e-12      -3.573067762076e-12       1.071787857164e-14       2.905230117130e-14       4.316083835101e-15      -6.664568482969e-16 
  658       2.406779686676e-10       4.645120639019e-12      -3.785327628468e-12       1.072374154940e-14       2.889098343333e-14       4.342312787987e-15      -6.674595272516e-16 
  659       2.403008909560e-10       4.667194994208e-12      -3.998955862196e-12       1.072962913921e-14       2.873079626971e-14       4.368288622549e-15      -6.683663500157e-16 
  660       2.399477868279e-10       4.688606256863e-12      -4.213859212975e-12       1.073554540950e-14       2.857172964223e-14       4.394025744006e-15      -6.691789049395e-16 
  661       2.396188271244e-10       4.709344746783e-12      -4.429943255874e-12       1.074149447111e-14       2.841377322479e-14       4.419538759179e-15      -6.698988074709e-16 
  662       2.393141824972e-10       4.729400725751e-12      -4.647112386861e-12       1.074748047740e-14       2.825691640203e-14       4.444842477296e-15      -6.705277002680e-16 
  663       2.390340234053e-10       4.748764397392e-12      -4.865269818344e-12       1.075350762445e-14       2.810114826796e-14       4.469951910782e-15      -6.710672533107e-16 
  664       2.387785201106e-10       4.767425907028e-12      -5.084317574718e-12       1.075958015118e-14       2.794645762465e-14       4.494882276065e-15      -6.715191640132e-16 
  665       2.385478426747e-10       4.785375341537e-12      -5.304156487908e-12       1.076570233950e-14       2.779283298085e-14       4.519648994374e-15      -6.718851573363e-16 
  666       2.383421609545e-10       4.802602729211e-12      -5.524686192913e-12       1.077187851444e-14       2.764026255065e-14       4.544267692535e-15      -6.721669858991e-16 
  667       2.381616445992e-10       4.819098039609e-12      -5.745805123350e-12       1.077811304431e-14       2.748873425214e-14       4.568754203775e-15      -6.723664300916e-16 
  668       2.380064630455e-10       4.834851183418e-12      -5.967410506998e-12       1.078441034087e-14       2.733823570600e-14       4.593124568518e-15      -6.724852981864e-16 
  669       2.378767855150e-10       4.849852012307e-12      -6.189398361342e-12       1.079077485942e-14       2.718875423425e-14       4.617395035187e-15      -6.725254264516e-16 
  670       2.377727810092e-10       4.864090318788e-12      -6.411663489116e-12       1.079721109899e-14       2.704027685879e-14       4.641582060999e-15      -6.724886792622e-16 
  671       2.376945691420e-10       4.877557414385e-12      -6.634103970618e-12       1.080372320501e-14       2.689279185605e-14       4.665697563192e-15      -6.723768208837e-16 
  672       2.376420714688e-10       4.890250902080e-12      -6.856634756785e-12       1.081031376749e-14       2.674629346041e-14       4.689734557835e-15      -6.721911275385e-16 
  673       2.376151569195e-10       4.902170007272e-12      -7.079174362613e-12       1.081698499703e-14       2.660077726027e-14       4.713681210598e-15      -6.719327671330e-16 
  674       2.376136906543e-10       4.913314009117e-12      -7.301640393876e-12       1.082373911992e-14       2.645623865042e-14       4.737525557614e-15      -6.716029269022e-16 
  675       2.376375340463e-10       4.923682240812e-12      -7.523949543867e-12       1.083057837825e-14       2.631267283114e-14       4.761255505016e-15      -6.712028134867e-16 
  676       2.376865446650e-10       4.933274089870e-12      -7.746017590138e-12       1.083750502986e-14       2.617007480724e-14       4.784858828467e-15      -6.707336530114e-16 
  677       2.377605762591e-10       4.942088998396e-12      -7.967759391240e-12       1.084452134848e-14       2.602843938711e-14       4.808323172703e-15      -6.701966911633e-16 
  678       2.378594787400e-10       4.950126463366e-12      -8.189088883466e-12       1.085162962368e-14       2.588776118182e-14       4.831636051062e-15      -6.695931932692e-16 
  679       2.379830981648e-10       4.957386036902e-12      -8.409919077590e-12       1.085883216099e-14       2.574803460415e-14       4.854784845023e-15      -6.689244443742e-16 
  680       2.381312767192e-10       4.963867326550e-12      -8.630162055606e-12       1.086613128186e-14       2.560925386767e-14       4.877756803739e-15      -6.681917493195e-16 
  681       2.383038527010e-10       4.969569995556e-12      -8.849728967475e-12       1.087352932377e-14       2.547141298579e-14       4.900539043574e-15      -6.673964328203e-16 
  682       2.385006605027e-10       4.974493763148e-12      -9.068530027859e-12       1.088102864024e-14       2.533450577085e-14       4.923118547637e-15      -6.665398395439e-16 
  683       2.387215305954e-10       4.978638404805e-12      -9.286474512862e-12       1.088863160085e-14       2.519852583314e-14       4.945482165317e-15      -6.656233341879e-16 
  684       2.389662895111e-10       4.982003752540e-12      -9.503470756778e-12       1.089634059133e-14       2.506346658000e-14       4.967616611822e-15      -6.646483015578e-16 
  685       2.392347598265e-10       4.984589695176e-12      -9.719426148822e-12       1.090415801355e-14       2.492932121487e-14       4.989508467708e-15      -6.636161466454e-16 
  686       2.395267601456e-10       4.986396178620e-12      -9.934247129878e-12       1.091208628560e-14       2.479608273635e-14       5.011144178421e-15      -6.625282947065e-16 
  687       2.398421050833e-10       4.987423206145e-12      -1.014783918924e-11       1.092012784180e-14       2.466374393725e-14       5.032510053825e-15      -6.613861913391e-16 
  688       2.401806052480e-10       4.987670838664e-12      -1.036010686133e-11       1.092828513276e-14       2.453229740368e-14       5.053592267746e-15      -6.601913025616e-16 
  689       2.405420672254e-10       4.987139195007e-12      -1.057095372250e-11       1.093656062541e-14       2.440173551412e-14       5.074376857500e-15      -6.589451148902e-16 
  690       2.409262935610e-10       4.985828452198e-12      -1.078028238768e-11       1.094495680303e-14       2.427205043841e-14       5.094849723430e-15      -6.576491354176e-16 
  691       2.413330827435e-10       4.983738845733e-12      -1.098799450722e-11       1.095347616534e-14       2.414323413693e-14       5.114996628446e-15      -6.563048918904e-16 
  692       2.417622291880e-10       4.980870669858e-12      -1.119399076354e-11       1.096212122847e-14       2.401527835955e-14       5.134803197551e-15      -6.549139327876e-16 
  693       2.422135232188e-10       4.977224277845e-12      -1.139817086793e-11       1.097089452504e-14       2.388817464475e-14       5.154254917388e-15      -6.534778273985e-16 
  694       2.426867510531e-10       4.972800082266e-12      -1.160043355726e-11       1.097979860421e-14       2.376191431870e-14       5.173337135765e-15      -6.519981659004e-16 
  695       2.431816947836e-10       4.967598555275e-12      -1.180067659077e-11       1.098883603168e-14       2.363648849427e-14       5.192035061195e-15      -6.504765594369e-16 
  696       2.436981323618e-10       4.961620228884e-12      -1.199879674672e-11       1.099800938979e-14       2.351188807013e-14       5.210333762433e-15      -6.489146401959e-16 
  697       2.442358375811e-10       4.954865695237e-12      -1.219468981921e-11       1.100732127748e-14       2.338810372980e-14       5.228218168006e-15      -6.473140614875e-16 
  698       2.447945800602e-10       4.947335606890e-12      -1.238825061491e-11       1.101677431042e-14       2.326512594071e-14       5.245673065753e-15      -6.456764978220e-16 
  699       2.453741252258e-10       4.939030677088e-12      -1.257937294977e-11       1.102637112097e-14       2.314294495328e-14       5.262683102359e-15      -6.440036449882e-16 
  700       2.459742342958e-10       4.929951680039e-12      -1.276794964576e-11       1.103611435827e-14       2.302155079996e-14       5.279232782889e-15      -6.422972201309e-16 
  701       2.465946436644e-10       4.920100612041e-12      -1.295388150136e-11       1.104600624043e-14       2.290093449313e-14       5.295309313287e-15      -6.405584933083e-16 
  702       2.472350026187e-10       4.909484200789e-12      -1.313710441417e-11       1.105604720081e-14       2.278109164791e-14       5.310911193681e-15      -6.387868713130e-16 
  703       2.478949342930e-10       4.898110469609e-12      -1.331756281604e-11       1.106623721367e-14       2.266201893286e-14       5.326039802907e-15      -6.369812845479e-16 
  704       2.485740561278e-10       4.885987583786e-12      -1.349520074929e-11       1.107657623935e-14       2.254371287732e-14       5.340696571960e-15      -6.351406528424e-16 
  705       2.492719798480e-10       4.873123851122e-12      -1.366996186573e-11       1.108706422426e-14       2.242616987077e-14       5.354882984226e-15      -6.332638854172e-16 
  706       2.499883114413e-10       4.859527722494e-12      -1.384178942553e-11       1.109770110076e-14       2.230938616221e-14       5.368600575706e-15      -6.313498808474e-16 
  707       2.507226511359e-10       4.845207792420e-12      -1.401062629620e-11       1.110848678712e-14       2.219335785946e-14       5.381850935250e-15      -6.293975270262e-16 
  708       2.514745933788e-10       4.830172799613e-12      -1.417641495146e-11       1.111942118745e-14       2.207808092857e-14       5.394635704780e-15      -6.274057011292e-16 
  709       2.522437268138e-10       4.814431627544e-12      -1.433909747021e-11       1.113050419160e-14       2.196355119314e-14       5.406956579525e-15      -6.253732695776e-16 
  710       2.530296342597e-10       4.797993305004e-12      -1.449861553546e-11       1.114173567514e-14       2.184976433371e-14       5.418815308242e-15      -6.232990880024e-16 
  711       2.538318926884e-10       4.780867006660e-12      -1.465491043323e-11       1.115311549924e-14       2.173671588708e-14       5.430213693450e-15      -6.211820012078e-16 
  712       2.546500732030e-10       4.763062053618e-12      -1.480792305150e-11       1.116464351066e-14       2.162440124566e-14       5.441153591659e-15      -6.190208431352e-16 
  713       2.554837410159e-10       4.744587913982e-12      -1.495759387915e-11       1.117631954162e-14       2.151281565688e-14       5.451636913594e-15      -6.168144368268e-16 
  714       2.563324554268e-10       4.725454203414e-12      -1.510386300486e-11       1.118814340977e-14       2.140195422249e-14       5.461665624426e-15      -6.145615943896e-16 
  715       2.571957698009e-10       4.705670685696e-12      -1.524667011605e-11       1.120011491809e-14       2.129181189794e-14       5.471241744004e-15      -6.122611169587e-16 
  716       2.580732315472e-10       4.685247273287e-12      -1.538595449783e-11       1.121223385488e-14       2.118238349171e-14       5.480367347077e-15      -6.099117946617e-16 
  717       2.589643820961e-10       4.664194027887e-12      -1.552165503189e-11       1.122449999361e-14       2.107366366471e-14       5.489044563526e-15      -6.075124065818e-16 
  718       2.598687568780e-10       4.642521160992e-12      -1.565371019546e-11       1.123691309292e-14       2.096564692961e-14       5.497275578595e-15      -6.050617207222e-16 
  719       2.607858853012e-10       4.620239034460e-12      -1.578205806023e-11       1.124947289652e-14       2.085832765017e-14       5.505062633115e-15      -6.025584939692e-16 
  720       2.617152907299e-10       4.597358161067e-12      -1.590663629127e-11       1.126217913310e-14       2.075170004064e-14       5.512408023735e-15      -6.000014720565e-16 
  721       2.626564904626e-10       4.573889205068e-12      -1.602738214599e-11       1.127503151632e-14       2.064575816509e-14       5.519314103149e-15      -5.973893895287e-16 
  722       2.636089957099e-10       4.549842982759e-12      -1.614423247301e-11       1.128802974469e-14       2.054049593677e-14       5.525783280328e-15      -5.947209697051e-16 
  723       2.645723115727e-10       4.525230463034e-12      -1.625712371116e-11       1.130117350152e-14       2.043590711745e-14       5.531818020744e-15      -5.919949246436e-16 
  724       2.655459370205e-10       4.500062767948e-12      -1.636599188835e-11       1.131446245484e-14       2.033198531683e-14       5.537420846602e-15      -5.892099551041e-16 
  725       2.665293648691e-10       4.474351173275e-12      -1.647077262052e-11       1.132789625735e-14       2.022872399181e-14       5.542594337067e-15      -5.863647505127e-16 
  726       2.675220817592e-10       4.448107109069e-12      -1.657140111060e-11       1.134147454633e-14       2.012611644593e-14       5.547341128493e-15      -5.834579889250e-16 
  727       2.685235681340e-10       4.421342160227e-12      -1.666781214739e-11       1.135519694361e-14       2.002415582864e-14       5.551663914651e-15      -5.804883369905e-16 
  728       2.695332982177e-10       4.394068067042e-12      -1.675994010450e-11       1.136906305544e-14       1.992283513475e-14       5.555565446959e-15      -5.774544499156e-16 
  729       2.705507399935e-10       4.366296725770e-12      -1.684771893932e-11       1.138307247247e-14       1.982214720369e-14       5.559048534710e-15      -5.743549714279e-16 
  730       2.715753551815e-10       4.338040189188e-12      -1.693108219188e-11       1.139722476965e-14       1.972208471896e-14       5.562116045298e-15      -5.711885337398e-16 
  731       2.726065992171e-10       4.309310667154e-12      -1.700996298385e-11       1.141151950620e-14       1.962264020739e-14       5.564770904450e-15      -5.679537575121e-16 
  732       2.736439383531e-10       4.280120699085e-12      -1.708430412353e-11       1.142595592477e-14       1.952380692487e-14       5.567016242312e-15      -5.646496431862e-16 
  733       2.746869013844e-10       4.250483674050e-12      -1.715408864412e-11       1.144053204267e-14       1.942558153388e-14       5.568855834440e-15      -5.612767536060e-16 
  734       2.757350289107e-10       4.220413322147e-12      -1.721930987178e-11       1.145524554239e-14       1.932796147803e-14       5.570293670049e-15      -5.578360548878e-16 
  735       2.767878562875e-10       4.189923544127e-12      -1.727996137590e-11       1.147009407060e-14       1.923094410011e-14       5.571333807208e-15      -5.543285272371e-16 
  736       2.778449136082e-10       4.159028411985e-12      -1.733603697021e-11       1.148507523798e-14       1.913452664165e-14       5.571980373105e-15      -5.507551650007e-16 
  737       2.789057256856e-10       4.127742169565e-12      -1.738753071401e-11       1.150018661910e-14       1.903870624248e-14       5.572237564307e-15      -5.471169767174e-16 
  738       2.799698120345e-10       4.096079233152e-12      -1.743443691336e-11       1.151542575226e-14       1.894347994030e-14       5.572109647018e-15      -5.434149851694e-16 
  739       2.810366868530e-10       4.064054192076e-12      -1.747675012226e-11       1.153079013940e-14       1.884884467017e-14       5.571600957347e-15      -5.396502274339e-16 
  740       2.821058590049e-10       4.031681809310e-12      -1.751446514382e-11       1.154627724591e-14       1.875479726416e-14       5.570715901561e-15      -5.358237549338e-16 
  741       2.831768320013e-10       3.998977022064e-12      -1.754757703149e-11       1.156188450052e-14       1.866133445083e-14       5.569458956352e-15      -5.319366334896e-16 
  742       2.842491039827e-10       3.965954942390e-12      -1.757608109021e-11       1.157760929518e-14       1.856845285478e-14       5.567834669097e-15      -5.279899433704e-16 
  743       2.853221677009e-10       3.932630857774e-12      -1.759997287764e-11       1.159344898490e-14       1.847614899628e-14       5.565847658117e-15      -5.239847793451e-16 
  744       2.863955105012e-10       3.899020231742e-12      -1.761924820531e-11       1.160940088760e-14       1.838441929072e-14       5.563502612941e-15      -5.199222507339e-16 
  745       2.874686143038e-10       3.865138704451e-12      -1.763390313983e-11       1.162546228402e-14       1.829326004826e-14       5.560804294566e-15      -5.158034814596e-16 
  746       2.885409555860e-10       3.831002093294e-12      -1.764393400406e-11       1.164163041754e-14       1.820266747329e-14       5.557757535717e-15      -5.116296100984e-16 
  747       2.896120053642e-10       3.796626393492e-12      -1.764933737833e-11       1.165790249408e-14       1.811263766408e-14       5.554367241111e-15      -5.074017899320e-16 
  748       2.906812291760e-10       3.762027778701e-12      -1.765011010161e-11       1.167427568192e-14       1.802316661225e-14       5.550638387716e-15      -5.031211889982e-16 
  749       2.917480870617e-10       3.727222601603e-12      -1.764624927271e-11       1.169074711161e-14       1.793425020238e-14       5.546576025010e-15      -4.987889901425e-16 
  750       2.928120335463e-10       3.692227394508e-12      -1.763775225145e-11       1.170731387580e-14       1.784588421153e-14       5.542185275249e-15      -4.944063910693e-16 
  751       2.938725176221e-10       3.657058869952e-12      -1.762461665985e-11       1.172397302913e-14       1.775806430880e-14       5.537471333722e-15      -4.899746043934e-16 
  752       2.949289827295e-10       3.621733921297e-12      -1.760684038335e-11       1.174072158806e-14       1.767078605490e-14       5.532439469014e-15      -4.854948576909e-16 
  753       2.959808667400e-10       3.586269623325e-12      -1.758442157197e-11       1.175755653076e-14       1.758404490169e-14       5.527095023268e-15      -4.809683935508e-16 
  754       2.970276019375e-10       3.550683232844e-12      -1.755735864151e-11       1.177447479698e-14       1.749783619173e-14       5.521443412445e-15      -4.763964696261e-16 
  755       2.980686150005e-10       3.514992189279e-12      -1.752565027473e-11       1.179147328790e-14       1.741215515784e-14       5.515490126587e-15      -4.717803586854e-16 
  756       2.991033269839e-10       3.479214115277e-12      -1.748929542257e-11       1.180854886597e-14       1.732699692266e-14       5.509240730076e-15      -4.671213486636e-16 
  757       3.001311533010e-10       3.443366817300e-12      -1.744829330527e-11       1.182569835484e-14       1.724235649817e-14       5.502700861897e-15      -4.624207427139e-16 
  758       3.011515037055e-10       3.407468286228e-12      -1.740264341366e-11       1.184291853914e-14       1.715822878529e-14       5.495876235896e-15      -4.576798592586e-16 
  759       3.021637822732e-10       3.371536697955e-12      -1.735234551024e-11       1.186020616441e-14       1.707460857341e-14       5.488772641046e-15      -4.529000320405e-16 
  760       3.031673873843e-10       3.335590413987e-12      -1.729739963047e-11       1.187755793695e-14       1.699149053995e-14       5.481395941705e-15      -4.480826101742e-16 
  761       3.041617117049e-10       3.299647982046e-12      -1.723780608389e-11       1.189497052364e-14       1.690886924988e-14       5.473752077878e-15      -4.432289581975e-16 
  762       3.051461421693e-10       3.263728136659e-12      -1.717356545532e-11       1.191244055187e-14       1.682673915534e-14       5.465847065477e-15      -4.383404561226e-16 
  763       3.061200599619e-10       3.227849799768e-12      -1.710467860608e-11       1.192996460936e-14       1.674509459512e-14       5.457686996586e-15      -4.334184994872e-16 
  764       3.070828899143e-10       3.192031062583e-12      -1.703115384777e-11       1.194753923928e-14       1.666393047064e-14       5.449277028562e-15      -4.284645036145e-16 
  765       3.080342497694e-10       3.156286108650e-12      -1.695302861152e-11       1.196516092581e-14       1.658324428877e-14       5.440618329666e-15      -4.234799163766e-16 
  766       3.089738037318e-10       3.120628233219e-12      -1.687034819488e-11       1.198282610804e-14       1.650303415710e-14       5.431711075632e-15      -4.184662057763e-16 
  767       3.099012133026e-10       3.085070857047e-12      -1.678315862933e-11       1.200053118455e-14       1.642329811081e-14       5.422555455586e-15      -4.134248558126e-16 
  768       3.108161372718e-10       3.049627526786e-12      -1.669150668294e-11       1.201827251328e-14       1.634403411236e-14       5.413151672106e-15      -4.083573665334e-16 
  769       3.117182317100e-10       3.014311915375e-12      -1.659543986303e-11       1.203604641140e-14       1.626524005118e-14       5.403499941272e-15      -4.032652540872e-16 
  770       3.126071499604e-10       2.979137822426e-12      -1.649500641888e-11       1.205384915517e-14       1.618691374338e-14       5.393600492718e-15      -3.981500507752e-16 
  771       3.134825426316e-10       2.944119174616e-12      -1.639025534430e-11       1.207167697977e-14       1.610905293140e-14       5.383453569691e-15      -3.930133051040e-16 
  772       3.143440575888e-10       2.909270026074e-12      -1.628123638038e-11       1.208952607923e-14       1.603165528374e-14       5.373059429097e-15      -3.878565818372e-16 
  773       3.151913399463e-10       2.874604558774e-12      -1.616800001810e-11       1.210739260623e-14       1.595471839465e-14       5.362418341563e-15      -3.826814620477e-16 
  774       3.160240320597e-10       2.840137082920e-12      -1.605059750102e-11       1.212527267198e-14       1.587823978380e-14       5.351530591484e-15      -3.774895431701e-16 
  775       3.168417735176e-10       2.805882037341e-12      -1.592908082791e-11       1.214316234612e-14       1.580221689599e-14       5.340396477080e-15      -3.722824390524e-16 
  776       3.176442011342e-10       2.771853989873e-12      -1.580350275546e-11       1.216105765652e-14       1.572664710083e-14       5.329016310447e-15      -3.670617800088e-16 
  777       3.184309489407e-10       2.738067637756e-12      -1.567391680088e-11       1.217895458918e-14       1.565152769244e-14       5.317390417615e-15      -3.618292128710e-16 
  778       3.192016481782e-10       2.704537808019e-12      -1.554037724461e-11       1.219684908812e-14       1.557685588917e-14       5.305519138595e-15      -3.565864010411e-16 
  779       3.199559272889e-10       2.671279457869e-12      -1.540293913298e-11       1.221473705516e-14       1.550262883322e-14       5.293402827439e-15      -3.513350245434e-16 
  780       3.206934119090e-10       2.638307675085e-12      -1.526165828085e-11       1.223261434987e-14       1.542884359040e-14       5.281041852290e-15      -3.460767800766e-16 
  781       3.214137248602e-10       2.605637678401e-12      -1.511659127426e-11       1.225047678939e-14       1.535549714979e-14       5.268436595436e-15      -3.408133810660e-16 
  782       3.221164861419e-10       2.573284817901e-12      -1.496779547313e-11       1.226832014828e-14       1.528258642346e-14       5.255587453365e-15      -3.355465577157e-16 
  783       3.228013129236e-10       2.541264575404e-12      -1.481532901392e-11       1.228614015843e-14       1.521010824611e-14       5.242494836816e-15      -3.302780570605e-16 
