# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  544       3.430326403822e-10       9.793692278161e-13      -7.633418212780e-13       0.000000000000e+00       5.760855624742e-14       1.115972120306e-15       7.425975413433e-17 
  545       3.427778418696e-10       9.924231121681e-13      -5.971203932161e-13       0.000000000000e+00       5.723029827752e-14       1.121936772824e-15       6.274668013490e-17 
  546       3.424933100836e-10       1.006177681257e-12      -4.322665204584e-13       0.000000000000e+00       5.685510018506e-14       1.128845146120e-15       5.135255014679e-17 
  547       3.421793332838e-10       1.020629553783e-12      -2.688637159518e-13       0.000000000000e+00       5.648294181959e-14       1.136688406084e-15       4.007501703201e-17 
  548       3.418362069144e-10       1.035775220907e-12      -1.069964501277e-13       0.000000000000e+00       5.611380206599e-14       1.145457477663e-15       2.891167809704e-17 
  549       3.414642336410e-10       1.051611045556e-12       5.324984520718e-14       0.000000000000e+00       5.574765883873e-14       1.155143043580e-15       1.786007480178e-17 
  550       3.410637233870e-10       1.068133261723e-12       2.117887729795e-13       0.000000000000e+00       5.538448907625e-14       1.165735543078e-15       6.917692468582e-18 
  551       3.406349933704e-10       1.085337973772e-12       3.685329669588e-13       0.000000000000e+00       5.502426873520e-14       1.177225170642e-15      -3.918040008815e-18 
  552       3.401783681402e-10       1.103221155745e-12       5.233940878660e-13       0.000000000000e+00       5.466697278482e-14       1.189601874737e-15      -1.464975045626e-17 
  553       3.396941796133e-10       1.121778650660e-12       6.762828194831e-13       0.000000000000e+00       5.431257520123e-14       1.202855356535e-15      -2.528012371021e-17 
  554       3.391827671108e-10       1.141006169819e-12       8.271088647615e-13       0.000000000000e+00       5.396104896172e-14       1.216975068650e-15      -3.581190190875e-17 
  555       3.386444773949e-10       1.160899292111e-12       9.757809419317e-13       0.000000000000e+00       5.361236603912e-14       1.231950213869e-15      -4.624788478263e-17 
  556       3.380796647054e-10       1.181453463312e-12       1.122206780612e-12       0.000000000000e+00       5.326649739607e-14       1.247769743883e-15      -5.659092994622e-17 
  557       3.374886907961e-10       1.202663995395e-12       1.266293117917e-12       0.000000000000e+00       5.292341297935e-14       1.264422358019e-15      -6.684395318857e-17 
  558       3.368719249717e-10       1.224526065828e-12       1.407945694567e-12       0.000000000000e+00       5.258308171422e-14       1.281896501971e-15      -7.700992876441e-17 
  559       3.362297441243e-10       1.247034716880e-12       1.547069251000e-12       0.000000000000e+00       5.224547149869e-14       1.300180366534e-15      -8.709188968517e-17 
  560       3.355625327701e-10       1.270184854925e-12       1.683567523474e-12       0.000000000000e+00       5.191054919786e-14       1.319261886331e-15      -9.709292800999e-17 
  561       3.348706830859e-10       1.293971249745e-12       1.817343240183e-12       0.000000000000e+00       5.157828063825e-14       1.339128738550e-15      -1.070161951367e-16 
  562       3.341545949456e-10       1.318388533834e-12       1.948298117360e-12       0.000000000000e+00       5.124863060209e-14       1.359768341673e-15      -1.168649020929e-16 
  563       3.334146759572e-10       1.343431201700e-12       2.076332855394e-12       0.000000000000e+00       5.092156282164e-14       1.381167854208e-15      -1.266423198270e-16 
  564       3.326513414989e-10       1.369093609172e-12       2.201347134928e-12       0.000000000000e+00       5.059703997352e-14       1.403314173421e-15      -1.363517794989e-16 
  565       3.318650225646e-10       1.395369428374e-12       2.323248413610e-12       0.000000000000e+00       5.027502823705e-14       1.426191824066e-15      -1.459959436002e-16 
  566       3.310561894461e-10       1.422249998637e-12       2.441978573307e-12       0.000000000000e+00       4.995551110993e-14       1.449776567365e-15      -1.555745980810e-16 
  567       3.302253287335e-10       1.449725931713e-12       2.557487951947e-12       0.000000000000e+00       4.963847593738e-14       1.474041624818e-15      -1.650868038967e-16 
  568       3.293729356011e-10       1.477787651357e-12       2.669726604446e-12       0.000000000000e+00       4.932390937640e-14       1.498959771244e-15      -1.745316210480e-16 
  569       3.284995138471e-10       1.506425392430e-12       2.778644302110e-12       0.000000000000e+00       4.901179739174e-14       1.524503332720e-15      -1.839081085987e-16 
  570       3.276055759334e-10       1.535629199994e-12       2.884190532057e-12       0.000000000000e+00       4.870212525199e-14       1.550644184524e-15      -1.932153246925e-16 
  571       3.266916430246e-10       1.565388928413e-12       2.986314496620e-12       0.000000000000e+00       4.839487752554e-14       1.577353749073e-15      -2.024523265710e-16 
  572       3.257582450280e-10       1.595694240454e-12       3.084965112762e-12       0.000000000000e+00       4.809003807667e-14       1.604602993861e-15      -2.116181705905e-16 
  573       3.248059206331e-10       1.626534606384e-12       3.180091011487e-12       0.000000000000e+00       4.778759006156e-14       1.632362429402e-15      -2.207119122402e-16 
  574       3.238352173509e-10       1.657899303071e-12       3.271640537252e-12       0.000000000000e+00       4.748751592428e-14       1.660602107169e-15      -2.297326061585e-16 
  575       3.228466915535e-10       1.689777413083e-12       3.359561747378e-12       0.000000000000e+00       4.718979739288e-14       1.689291617534e-15      -2.386793061515e-16 
  576       3.218409085139e-10       1.722157823787e-12       3.443802411461e-12       0.000000000000e+00       4.689441547537e-14       1.718400087707e-15      -2.475510652096e-16 
  577       3.208184424451e-10       1.755029226448e-12       3.524310010783e-12       0.000000000000e+00       4.660135045577e-14       1.747896179676e-15      -2.563469355254e-16 
  578       3.197798765403e-10       1.788380115330e-12       3.601031737726e-12       0.000000000000e+00       4.631058189015e-14       1.777748088148e-15      -2.650659685106e-16 
  579       3.187258030115e-10       1.822198786794e-12       3.673914495181e-12       0.000000000000e+00       4.602208860260e-14       1.807923538489e-15      -2.737072148140e-16 
  580       3.176568231301e-10       1.856473338397e-12       3.742904895959e-12       0.000000000000e+00       4.573584868135e-14       1.838389784661e-15      -2.822697243383e-16 
  581       3.165735472657e-10       1.891191667995e-12       3.807949262205e-12       0.000000000000e+00       4.545183947472e-14       1.869113607167e-15      -2.907525462580e-16 
  582       3.154765949257e-10       1.926341472837e-12       3.868993624808e-12       0.000000000000e+00       4.517003758719e-14       1.900061310986e-15      -2.991547290363e-16 
  583       3.143665947953e-10       1.961910248667e-12       3.925983722810e-12       0.000000000000e+00       4.489041887539e-14       1.931198723516e-15      -3.074753204429e-16 
  584       3.132441847765e-10       1.997885288824e-12       3.978865002824e-12       0.000000000000e+00       4.461295844419e-14       1.962491192512e-15      -3.157133675714e-16 
  585       3.121100120281e-10       2.034253683342e-12       4.027582618437e-12       0.000000000000e+00       4.433763064266e-14       1.993903584028e-15      -3.238679168562e-16 
  586       3.109647330050e-10       2.071002318048e-12       4.072081429629e-12       0.000000000000e+00       4.406440906015e-14       2.025400280354e-15      -3.319380140906e-16 
  587       3.098090134976e-10       2.108117873658e-12       4.112306002180e-12       0.000000000000e+00       4.379326652229e-14       2.056945177959e-15      -3.399227044435e-16 
  588       3.086435286716e-10       2.145586824886e-12       4.148200607083e-12       0.000000000000e+00       4.352417508703e-14       2.088501685430e-15      -3.478210324774e-16 
  589       3.074689631076e-10       2.183395439532e-12       4.179709219954e-12       0.000000000000e+00       4.325710604064e-14       2.120032721408e-15      -3.556320421653e-16 
  590       3.062859851497e-10       2.221529891594e-12       4.206784181827e-12       0.000000000000e+00       4.299203337622e-14       2.151508788716e-15      -3.633549111422e-16 
  591       3.050951691764e-10       2.259976605467e-12       4.229412417595e-12       0.000000000000e+00       4.272894433131e-14       2.182932419844e-15      -3.709893570633e-16 
  592       3.038970714892e-10       2.298721918457e-12       4.247589863665e-12       0.000000000000e+00       4.246782910255e-14       2.214314330881e-15      -3.785352413119e-16 
  593       3.026922558600e-10       2.337751966690e-12       4.261312867541e-12       0.000000000000e+00       4.220867738403e-14       2.245665400670e-15      -3.859924357370e-16 
  594       3.014812935619e-10       2.377052684252e-12       4.270578190220e-12       0.000000000000e+00       4.195147836452e-14       2.276996671526e-15      -3.933608227167e-16 
  595       3.002647633998e-10       2.416609802321e-12       4.275383008577e-12       0.000000000000e+00       4.169622072469e-14       2.308319349957e-15      -4.006402952222e-16 
  596       2.990432517411e-10       2.456408848313e-12       4.275724917764e-12       0.000000000000e+00       4.144289263433e-14       2.339644807382e-15      -4.078307568811e-16 
  597       2.978173525466e-10       2.496435145015e-12       4.271601933598e-12       0.000000000000e+00       4.119148174960e-14       2.370984580848e-15      -4.149321220408e-16 
  598       2.965876674010e-10       2.536673809726e-12       4.263012494958e-12       0.000000000000e+00       4.094197521024e-14       2.402350373755e-15      -4.219443158326e-16 
  599       2.953548055436e-10       2.577109753399e-12       4.249955466170e-12       0.000000000000e+00       4.069435963678e-14       2.433754056570e-15      -4.288672742349e-16 
  600       2.941193838991e-10       2.617727679771e-12       4.232430139405e-12       0.000000000000e+00       4.044862112782e-14       2.465207667550e-15      -4.357009441370e-16 
  601       2.928820271084e-10       2.658512084511e-12       4.210436237070e-12       0.000000000000e+00       4.020474525719e-14       2.496723413459e-15      -4.424452834025e-16 
  602       2.916433675589e-10       2.699447254353e-12       4.183973914199e-12       0.000000000000e+00       3.996271707124e-14       2.528313670286e-15      -4.491002609330e-16 
  603       2.904040454156e-10       2.740517266235e-12       4.153043760845e-12       0.000000000000e+00       3.972252108600e-14       2.559990983969e-15      -4.556658567318e-16 
  604       2.891647086517e-10       2.781705986442e-12       4.117646804475e-12       0.000000000000e+00       3.948414128449e-14       2.591768071110e-15      -4.621420619672e-16 
  605       2.879260130793e-10       2.822997069738e-12       4.077784512359e-12       0.000000000000e+00       3.924756111385e-14       2.623657819697e-15      -4.685288790364e-16 
  606       2.866886223798e-10       2.864373958509e-12       4.033458793962e-12       0.000000000000e+00       3.901276348265e-14       2.655673289819e-15      -4.748263216289e-16 
  607       2.854532081352e-10       2.905819881901e-12       3.984672003342e-12       0.000000000000e+00       3.877973075806e-14       2.687827714393e-15      -4.810344147901e-16 
  608       2.842204498582e-10       2.947317854960e-12       3.931426941534e-12       0.000000000000e+00       3.854844476313e-14       2.720134499875e-15      -4.871531949851e-16 
  609       2.829910350234e-10       2.988850677765e-12       3.873726858948e-12       0.000000000000e+00       3.831888677395e-14       2.752607226984e-15      -4.931827101619e-16 
  610       2.817656590975e-10       3.030400934574e-12       3.811575457759e-12       0.000000000000e+00       3.809103751693e-14       2.785259651420e-15      -4.991230198153e-16 
  611       2.805450255705e-10       3.071950992957e-12       3.744976894299e-12       0.000000000000e+00       3.786487716601e-14       2.818105704586e-15      -5.049741950505e-16 
  612       2.793298459860e-10       3.113483002938e-12       3.673935781450e-12       0.000000000000e+00       3.764038533988e-14       2.851159494300e-15      -5.107363186466e-16 
  613       2.781208399721e-10       3.154978896132e-12       3.598457191037e-12       0.000000000000e+00       3.741754109923e-14       2.884435305524e-15      -5.164094851199e-16 
  614       2.769187352722e-10       3.196420384885e-12       3.518546656218e-12       0.000000000000e+00       3.719632294393e-14       2.917947601075e-15      -5.219938007882e-16 
  615       2.757242677755e-10       3.237788961409e-12       3.434210173878e-12       0.000000000000e+00       3.697670881031e-14       2.951711022349e-15      -5.274893838337e-16 
  616       2.745381301735e-10       3.279066760152e-12       3.345460221277e-12       0.000000000000e+00       3.675867872461e-14       2.985734137070e-15      -5.328961687690e-16 
  617       2.733608165352e-10       3.320239169022e-12       3.252333957427e-12       0.000000000000e+00       3.654222283792e-14       3.020000518687e-15      -5.382133146274e-16 
  618       2.721927741163e-10       3.361292278221e-12       3.154875456945e-12       0.000000000000e+00       3.632733357583e-14       3.054487220884e-15      -5.434397829006e-16 
  619       2.710344544155e-10       3.402212022019e-12       3.053129739042e-12       0.000000000000e+00       3.611400299741e-14       3.089170988795e-15      -5.485745318715e-16 
  620       2.698863131888e-10       3.442984178165e-12       2.947142771820e-12       0.000000000000e+00       3.590222279331e-14       3.124028257742e-15      -5.536165166161e-16 
  621       2.687488104637e-10       3.483594367300e-12       2.836961476560e-12       0.000000000000e+00       3.569198428379e-14       3.159035151986e-15      -5.585646890052e-16 
  622       2.676224105541e-10       3.524028052370e-12       2.722633732012e-12       0.000000000000e+00       3.548327841682e-14       3.194167483470e-15      -5.634179977062e-16 
  623       2.665075820748e-10       3.564270538031e-12       2.604208378689e-12       0.000000000000e+00       3.527609576610e-14       3.229400750561e-15      -5.681753881852e-16 
  624       2.654047979555e-10       3.604306970066e-12       2.481735223155e-12       0.000000000000e+00       3.507042652919e-14       3.264710136801e-15      -5.728358027086e-16 
  625       2.643145354556e-10       3.644122334793e-12       2.355265042319e-12       0.000000000000e+00       3.486626052551e-14       3.300070509647e-15      -5.773981803449e-16 
  626       2.632372761789e-10       3.683701458478e-12       2.224849587724e-12       0.000000000000e+00       3.466358719444e-14       3.335456419217e-15      -5.818614569668e-16 
  627       2.621735060875e-10       3.723029006746e-12       2.090541589840e-12       0.000000000000e+00       3.446239559340e-14       3.370842097038e-15      -5.862245652527e-16 
  628       2.611237155169e-10       3.762089483990e-12       1.952394762351e-12       0.000000000000e+00       3.426267439587e-14       3.406201454788e-15      -5.904864346888e-16 
  629       2.600883991900e-10       3.800867232785e-12       1.810463806453e-12       0.000000000000e+00       3.406441188948e-14       3.441508083041e-15      -5.946459915707e-16 
  630       2.590680562319e-10       3.839346433298e-12       1.664804415139e-12       0.000000000000e+00       3.386759597410e-14       3.476735250015e-15      -5.987021590055e-16 
  631       2.580631901842e-10       3.877511102698e-12       1.515473277491e-12       0.000000000000e+00       3.367221415985e-14       3.511855900313e-15      -6.026538569135e-16 
  632       2.570743090194e-10       3.915345094569e-12       1.362528082975e-12       0.000000000000e+00       3.347825356521e-14       3.546842653671e-15      -6.065000020299e-16 
  633       2.561019251559e-10       3.952832098321e-12       1.206027525728e-12       0.000000000000e+00       3.328570091509e-14       3.581667803703e-15      -6.102395079069e-16 
  634       2.551465554716e-10       3.989955638600e-12       1.046031308849e-12       0.000000000000e+00       3.309454253884e-14       3.616303316643e-15      -6.138712849154e-16 
  635       2.542087213192e-10       4.026699074699e-12       8.826001486956e-13       0.000000000000e+00       3.290476436837e-14       3.650720830094e-15      -6.173942402467e-16 
  636       2.532889485403e-10       4.063045599973e-12       7.157957791671e-13       0.000000000000e+00       3.271635193620e-14       3.684891651771e-15      -6.208072779146e-16 
  637       2.523877674799e-10       4.098978241244e-12       5.456809560017e-13       0.000000000000e+00       3.252929037353e-14       3.718786758245e-15      -6.241092987571e-16 
  638       2.515057130009e-10       4.134479858217e-12       3.723194610647e-13       0.000000000000e+00       3.234356440827e-14       3.752376793692e-15      -6.272992004382e-16 
  639       2.506433244986e-10       4.169533142888e-12       1.957761066408e-13       0.000000000000e+00       3.215915836316e-14       3.785632068633e-15      -6.303758774497e-16 
  640       2.498011459151e-10       4.204120618960e-12       1.611673972435e-14       0.000000000000e+00       3.197605615380e-14       3.818522558682e-15      -6.333382211133e-16 
  641       2.489797257541e-10       4.238224641246e-12      -1.665917536888e-13       0.000000000000e+00       3.179424128672e-14       3.851017903290e-15      -6.361851195821e-16 
  642       2.481796170949e-10       4.271827395090e-12      -3.522814443108e-13       0.000000000000e+00       3.161369685744e-14       3.883087404493e-15      -6.389154578426e-16 
  643       2.474013163478e-10       4.304912343465e-12      -5.408820493728e-13       0.000000000000e+00       3.143440756177e-14       3.914707114391e-15      -6.415284984283e-16 
  644       2.466450779664e-10       4.337468605498e-12      -7.323169781469e-13       0.000000000000e+00       3.125636578353e-14       3.945881276514e-15      -6.440250330303e-16 
  645       2.459110955641e-10       4.369486676022e-12      -9.265071883105e-13       0.000000000000e+00       3.107956564096e-14       3.976621367952e-15      -6.464062569920e-16 
  646       2.451995627904e-10       4.400956986700e-12      -1.123372479069e-12       0.000000000000e+00       3.090400098468e-14       4.006939055407e-15      -6.486733910720e-16 
  647       2.445106733272e-10       4.431869905856e-12      -1.322831486486e-12       0.000000000000e+00       3.072966539631e-14       4.036846195995e-15      -6.508276815564e-16 
  648       2.438446208859e-10       4.462215738300e-12      -1.524801678816e-12       0.000000000000e+00       3.055655218712e-14       4.066354838045e-15      -6.528704003709e-16 
  649       2.432015992039e-10       4.491984725166e-12      -1.729199351831e-12       0.000000000000e+00       3.038465439669e-14       4.095477221894e-15      -6.548028451932e-16 
  650       2.425818020415e-10       4.521167043739e-12      -1.935939624154e-12       0.000000000000e+00       3.021396479159e-14       4.124225780695e-15      -6.566263395649e-16 
  651       2.419854231783e-10       4.549752807285e-12      -2.144936432590e-12       0.000000000000e+00       3.004447586395e-14       4.152613141206e-15      -6.583422330037e-16 
  652       2.414126564105e-10       4.577732064884e-12      -2.356102527452e-12       0.000000000000e+00       2.987617983019e-14       4.180652124600e-15      -6.599519011157e-16 
  653       2.408636955469e-10       4.605094801259e-12      -2.569349467897e-12       0.000000000000e+00       2.970906862961e-14       4.208355747252e-15      -6.614567457072e-16 
  654       2.403387344062e-10       4.631830936609e-12      -2.784587617253e-12       0.000000000000e+00       2.954313392308e-14       4.235737221552e-15      -6.628581948975e-16 
  655       2.398379668137e-10       4.657930326434e-12      -3.001726138350e-12       0.000000000000e+00       2.937836709166e-14       4.262809956692e-15      -6.641577032305e-16 
  656       2.393615865975e-10       4.683382761374e-12      -3.220672988853e-12       0.000000000000e+00       2.921475923526e-14       4.289587559472e-15      -6.653567517870e-16 
  657       2.389097875859e-10       4.708177967033e-12      -3.441334916587e-12       0.000000000000e+00       2.905230117130e-14       4.316083835101e-15      -6.664568482969e-16 
  658       2.384827636037e-10       4.732305603813e-12      -3.663617454874e-12       0.000000000000e+00       2.889098343333e-14       4.342312787987e-15      -6.674595272516e-16 
  659       2.380807084690e-10       4.755755266744e-12      -3.887424917860e-12       0.000000000000e+00       2.873079626971e-14       4.368288622549e-15      -6.683663500157e-16 
  660       2.377038159901e-10       4.778516485314e-12      -4.112660395843e-12       0.000000000000e+00       2.857172964223e-14       4.394025744006e-15      -6.691789049395e-16 
  661       2.373522799620e-10       4.800578723300e-12      -4.339225750609e-12       0.000000000000e+00       2.841377322479e-14       4.419538759179e-15      -6.698988074709e-16 
  662       2.370262941632e-10       4.821931378599e-12      -4.567021610758e-12       0.000000000000e+00       2.825691640203e-14       4.444842477296e-15      -6.705277002680e-16 
  663       2.367260523526e-10       4.842563783060e-12      -4.795947367039e-12       0.000000000000e+00       2.810114826796e-14       4.469951910782e-15      -6.710672533107e-16 
  664       2.364517482660e-10       4.862465202311e-12      -5.025901167674e-12       0.000000000000e+00       2.794645762465e-14       4.494882276065e-15      -6.715191640132e-16 
  665       2.362035756130e-10       4.881624835595e-12      -5.256779913695e-12       0.000000000000e+00       2.779283298085e-14       4.519648994374e-15      -6.718851573363e-16 
  666       2.359817280734e-10       4.900031815595e-12      -5.488479254270e-12       0.000000000000e+00       2.764026255065e-14       4.544267692535e-15      -6.721669858991e-16 
  667       2.357863992944e-10       4.917675208268e-12      -5.720893582036e-12       0.000000000000e+00       2.748873425214e-14       4.568754203775e-15      -6.723664300916e-16 
  668       2.356177828871e-10       4.934544012678e-12      -5.953916028427e-12       0.000000000000e+00       2.733823570600e-14       4.593124568518e-15      -6.724852981864e-16 
  669       2.354760724231e-10       4.950627160820e-12      -6.187438459009e-12       0.000000000000e+00       2.718875423425e-14       4.617395035187e-15      -6.725254264516e-16 
  670       2.353614614314e-10       4.965913517456e-12      -6.421351468804e-12       0.000000000000e+00       2.704027685879e-14       4.641582060999e-15      -6.724886792622e-16 
  671       2.352740909060e-10       4.980393542290e-12      -6.655548798547e-12       0.000000000000e+00       2.689279185605e-14       4.665697563192e-15      -6.723768208837e-16 
  672       2.352138905840e-10       4.994064316475e-12      -6.889940698185e-12       0.000000000000e+00       2.674629346041e-14       4.689734557835e-15      -6.721911275385e-16 
  673       2.351807342126e-10       5.006924624971e-12      -7.124440844463e-12       0.000000000000e+00       2.660077726027e-14       4.713681210598e-15      -6.719327671330e-16 
  674       2.351744917089e-10       5.018973304361e-12      -7.358961942807e-12       0.000000000000e+00       2.645623865042e-14       4.737525557614e-15      -6.716029269022e-16 
  675       2.351950291428e-10       5.030209243126e-12      -7.593415723826e-12       0.000000000000e+00       2.631267283114e-14       4.761255505016e-15      -6.712028134867e-16 
  676       2.352422087195e-10       5.040631381916e-12      -7.827712939824e-12       0.000000000000e+00       2.617007480724e-14       4.784858828467e-15      -6.707336530114e-16 
  677       2.353158887624e-10       5.050238713826e-12      -8.061763361304e-12       0.000000000000e+00       2.602843938711e-14       4.808323172703e-15      -6.701966911633e-16 
  678       2.354159236959e-10       5.059030284665e-12      -8.295475773477e-12       0.000000000000e+00       2.588776118182e-14       4.831636051062e-15      -6.695931932692e-16 
  679       2.355421640281e-10       5.067005193232e-12      -8.528757972766e-12       0.000000000000e+00       2.574803460415e-14       4.854784845023e-15      -6.689244443742e-16 
  680       2.356944563334e-10       5.074162591587e-12      -8.761516763319e-12       0.000000000000e+00       2.560925386767e-14       4.877756803739e-15      -6.681917493195e-16 
  681       2.358726432356e-10       5.080501685328e-12      -8.993657953508e-12       0.000000000000e+00       2.547141298579e-14       4.900539043574e-15      -6.673964328203e-16 
  682       2.360765633903e-10       5.086021733858e-12      -9.225086352443e-12       0.000000000000e+00       2.533450577085e-14       4.923118547637e-15      -6.665398395439e-16 
  683       2.363060514680e-10       5.090722050666e-12      -9.455705766473e-12       0.000000000000e+00       2.519852583314e-14       4.945482165317e-15      -6.656233341879e-16 
  684       2.365609381366e-10       5.094602003592e-12      -9.685418995700e-12       0.000000000000e+00       2.506346658000e-14       4.967616611822e-15      -6.646483015578e-16 
  685       2.368410500443e-10       5.097661015104e-12      -9.914127830479e-12       0.000000000000e+00       2.492932121487e-14       4.989508467708e-15      -6.636161466454e-16 
  686       2.371462098021e-10       5.099898562574e-12      -1.014173304793e-11       0.000000000000e+00       2.479608273635e-14       5.011144178421e-15      -6.625282947065e-16 
  687       2.374762359672e-10       5.101314178544e-12      -1.036813440844e-11       0.000000000000e+00       2.466374393725e-14       5.032510053825e-15      -6.613861913391e-16 
  688       2.378309430249e-10       5.101907451006e-12      -1.059323065217e-11       0.000000000000e+00       2.453229740368e-14       5.053592267746e-15      -6.601913025616e-16 
  689       2.382101413719e-10       5.101678023670e-12      -1.081691949559e-11       0.000000000000e+00       2.440173551412e-14       5.074376857500e-15      -6.589451148902e-16 
  690       2.386136372992e-10       5.100625596242e-12      -1.103909762792e-11       0.000000000000e+00       2.427205043841e-14       5.094849723430e-15      -6.576491354176e-16 
  691       2.390412329742e-10       5.098749924692e-12      -1.125966070770e-11       0.000000000000e+00       2.414323413693e-14       5.114996628446e-15      -6.563048918904e-16 
  692       2.394927264242e-10       5.096050821530e-12      -1.147850335929e-11       0.000000000000e+00       2.401527835955e-14       5.134803197551e-15      -6.549139327876e-16 
  693       2.399679115185e-10       5.092528156079e-12      -1.169551916934e-11       0.000000000000e+00       2.388817464475e-14       5.154254917388e-15      -6.534778273985e-16 
  694       2.404665779519e-10       5.088181854748e-12      -1.191060068331e-11       0.000000000000e+00       2.376191431870e-14       5.173337135765e-15      -6.519981659004e-16 
  695       2.409885112266e-10       5.083011901304e-12      -1.212363940203e-11       0.000000000000e+00       2.363648849427e-14       5.192035061195e-15      -6.504765594369e-16 
  696       2.415334926357e-10       5.077018337146e-12      -1.233452577811e-11       0.000000000000e+00       2.351188807013e-14       5.210333762433e-15      -6.489146401959e-16 
  697       2.421012992455e-10       5.070201261578e-12      -1.254314921253e-11       0.000000000000e+00       2.338810372980e-14       5.228218168006e-15      -6.473140614875e-16 
  698       2.426917038785e-10       5.062560832083e-12      -1.274939805111e-11       0.000000000000e+00       2.326512594071e-14       5.245673065753e-15      -6.456764978220e-16 
  699       2.433044750960e-10       5.054097264594e-12      -1.295315958104e-11       0.000000000000e+00       2.314294495328e-14       5.262683102359e-15      -6.440036449882e-16 
  700       2.439393771811e-10       5.044810833769e-12      -1.315432002734e-11       0.000000000000e+00       2.302155079996e-14       5.279232782889e-15      -6.422972201309e-16 
  701       2.445961466298e-10       5.034703138337e-12      -1.335277381338e-11       0.000000000000e+00       2.290093449313e-14       5.295309313287e-15      -6.405584933083e-16 
  702       2.452744211241e-10       5.023780925470e-12      -1.354845156069e-11       0.000000000000e+00       2.278109164791e-14       5.310911193681e-15      -6.387868713130e-16 
  703       2.459738090477e-10       5.012052346502e-12      -1.374129266460e-11       0.000000000000e+00       2.266201893286e-14       5.326039802907e-15      -6.369812845479e-16 
  704       2.466939128204e-10       4.999525699638e-12      -1.393123608188e-11       0.000000000000e+00       2.254371287732e-14       5.340696571960e-15      -6.351406528424e-16 
  705       2.474343288749e-10       4.986209430540e-12      -1.411822032942e-11       0.000000000000e+00       2.242616987077e-14       5.354882984226e-15      -6.332638854172e-16 
  706       2.481946476345e-10       4.972112132904e-12      -1.430218348303e-11       0.000000000000e+00       2.230938616221e-14       5.368600575706e-15      -6.313498808474e-16 
  707       2.489744534893e-10       4.957242549044e-12      -1.448306317622e-11       0.000000000000e+00       2.219335785946e-14       5.381850935250e-15      -6.293975270262e-16 
  708       2.497733247738e-10       4.941609570475e-12      -1.466079659894e-11       0.000000000000e+00       2.207808092857e-14       5.394635704780e-15      -6.274057011292e-16 
  709       2.505908337440e-10       4.925222238489e-12      -1.483532049638e-11       0.000000000000e+00       2.196355119314e-14       5.406956579525e-15      -6.253732695776e-16 
  710       2.514265465537e-10       4.908089744744e-12      -1.500657116770e-11       0.000000000000e+00       2.184976433371e-14       5.418815308242e-15      -6.232990880024e-16 
  711       2.522800232326e-10       4.890221431840e-12      -1.517448446479e-11       0.000000000000e+00       2.173671588708e-14       5.430213693450e-15      -6.211820012078e-16 
  712       2.531508176623e-10       4.871626793903e-12      -1.533899579110e-11       0.000000000000e+00       2.162440124566e-14       5.441153591659e-15      -6.190208431352e-16 
  713       2.540384775541e-10       4.852315477165e-12      -1.550004010033e-11       0.000000000000e+00       2.151281565688e-14       5.451636913594e-15      -6.168144368268e-16 
  714       2.549425444255e-10       4.832297280549e-12      -1.565755189523e-11       0.000000000000e+00       2.140195422249e-14       5.461665624426e-15      -6.145615943896e-16 
  715       2.558625535776e-10       4.811582156245e-12      -1.581146522640e-11       0.000000000000e+00       2.129181189794e-14       5.471241744004e-15      -6.122611169587e-16 
  716       2.567980340720e-10       4.790180210299e-12      -1.596171369096e-11       0.000000000000e+00       2.118238349171e-14       5.480367347077e-15      -6.099117946617e-16 
  717       2.577485087076e-10       4.768101703188e-12      -1.610823043144e-11       0.000000000000e+00       2.107366366471e-14       5.489044563526e-15      -6.075124065818e-16 
  718       2.587134939981e-10       4.745357050403e-12      -1.625094813444e-11       0.000000000000e+00       2.096564692961e-14       5.497275578595e-15      -6.050617207222e-16 
  719       2.596925001487e-10       4.721956823033e-12      -1.638979902945e-11       0.000000000000e+00       2.085832765017e-14       5.505062633115e-15      -6.025584939692e-16 
  720       2.606850310332e-10       4.697911748346e-12      -1.652471488762e-11       0.000000000000e+00       2.075170004064e-14       5.512408023735e-15      -6.000014720565e-16 
  721       2.616905841710e-10       4.673232710369e-12      -1.665562702048e-11       0.000000000000e+00       2.064575816509e-14       5.519314103149e-15      -5.973893895287e-16 
  722       2.627086507041e-10       4.647930750470e-12      -1.678246627877e-11       0.000000000000e+00       2.054049593677e-14       5.525783280328e-15      -5.947209697051e-16 
  723       2.637387153744e-10       4.622017067941e-12      -1.690516305116e-11       0.000000000000e+00       2.043590711745e-14       5.531818020744e-15      -5.919949246436e-16 
  724       2.647802565003e-10       4.595503020577e-12      -1.702364726302e-11       0.000000000000e+00       2.033198531683e-14       5.537420846602e-15      -5.892099551041e-16 
