# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:gr.fac. D             15:gr.fac. f             16:(.)rho_smg            17:(.)p_smg              18:M*^2_smg              19:D_M*^2_smg            20:kineticity_smg        21:braiding_smg          22:tensor_excess_smg     23:Mpl_running_smg       24:c_s^2                 25:kin (D)            
       5.250270601701e+06       2.741438151140e-11       8.826485270765e-02       5.949278966727e+07       1.403493700300e+04       2.673183040369e-03       7.368723117850e+10       5.095811529904e-02       2.090769489232e+15       3.547789372610e+11       1.938466252155e+12       1.446329287961e+15       3.539392022382e+15       1.910378474382e-04       6.050178565102e-02       3.624452593480e-06      -3.262007334132e-06       1.000000000000e+00       0.000000000000e+00       3.072097612155e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.072097612155e-15 
       5.213774134379e+06       2.779948456213e-11       8.888260658023e-02       5.866868725532e+07       1.403493638524e+04       2.691895224383e-03       7.317500233796e+10       5.131475289106e-02       2.033238187552e+15       3.474316721324e+11       1.898321745248e+12       1.406530923281e+15       3.442014864250e+15       1.911184770230e-04       6.048292556748e-02       3.616875681336e-06      -3.255188113202e-06       1.000000000000e+00       0.000000000000e+00       3.152405632150e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.152405632150e-15 
       5.177531366432e+06       2.818999704620e-11       8.950468332478e-02       5.785600133623e+07       1.403493576317e+04       2.710738392320e-03       7.266633417458e+10       5.167388597413e-02       1.977289963193e+15       3.402365645285e+11       1.859008607386e+12       1.367827682241e+15       3.347316890606e+15       1.911991155263e-04       6.046412804615e-02       3.609314608655e-06      -3.248383147789e-06       1.000000000000e+00       0.000000000000e+00       3.234812890394e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.234812890394e-15 
       5.141540534310e+06       2.858599494216e-11       9.013111318018e-02       5.705457374819e+07       1.403493513674e+04       2.729713461047e-03       7.216120193687e+10       5.203553200304e-02       1.922881254941e+15       3.331904633575e+11       1.820509621413e+12       1.330189430550e+15       3.255224385576e+15       1.912797630146e-04       6.044539335564e-02       3.601769342324e-06      -3.241592408091e-06       1.000000000000e+00       0.000000000000e+00       3.319374257225e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.319374257225e-15 
       5.105799886721e+06       2.898755529558e-11       9.076192659995e-02       5.626424852056e+07       1.403493450592e+04       2.748821353849e-03       7.165958104542e+10       5.239970855457e-02       1.869969700249e+15       3.262902827848e+11       1.782807926727e+12       1.293586863114e+15       3.165665661573e+15       1.913604195544e-04       6.042672176667e-02       3.594239849299e-06      -3.234815864369e-06       1.000000000000e+00       0.000000000000e+00       3.406146037084e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.406146037084e-15 
       5.070307684548e+06       2.939475623403e-11       9.139715424681e-02       5.548487184356e+07       1.403493387070e+04       2.768063000477e-03       7.116144709165e+10       5.276643332834e-02       1.818514102250e+15       3.195330008819e+11       1.745887011899e+12       1.257991481223e+15       3.078571003486e+15       1.914410852129e-04       6.040811355209e-02       3.586726096607e-06      -3.228053486947e-06       1.000000000000e+00       0.000000000000e+00       3.495186005988e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.495186005988e-15 
       5.035062200762e+06       2.980767698230e-11       9.203682699990e-02       5.471629203826e+07       1.403493323102e+04       2.787439337186e-03       7.066677583667e+10       5.313572414766e-02       1.768474397682e+15       3.129156583021e+11       1.709730707444e+12       1.223375570358e+15       2.993872614406e+15       1.915217600580e-04       6.038956898687e-02       3.579228051343e-06      -3.221305246209e-06       1.000000000000e+00       0.000000000000e+00       3.586553449990e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.586553449990e-15 
       5.000061720339e+06       3.022639787778e-11       9.268097595668e-02       5.395835952714e+07       1.403493258687e+04       2.806951306787e-03       7.017554321009e+10       5.350759896044e-02       1.719811625697e+15       3.064353569855e+11       1.674323178736e+12       1.189712178618e+15       2.911504562850e+15       1.916024441578e-04       6.037108834810e-02       3.571745680669e-06      -3.214571112602e-06       1.000000000000e+00       0.000000000000e+00       3.680309204639e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.680309204639e-15 
       4.965304540177e+06       3.065100038610e-11       9.332963242741e-02       5.321092680491e+07       1.403493193822e+04       2.826599858690e-03       6.968772530883e+10       5.388207583998e-02       1.672487897522e+15       3.000892588890e+11       1.639648919075e+12       1.156975095727e+15       2.831402731427e+15       1.916831375810e-04       6.035267191507e-02       3.564278951818e-06      -3.207851056636e-06       1.000000000000e+00       0.000000000000e+00       3.776515695477e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.776515695477e-15 
       4.930788969013e+06       3.108156711696e-11       9.398282794245e-02       5.247384840983e+07       1.403493128502e+04       2.846385948950e-03       6.920329839597e+10       5.425917298591e-02       1.626466366965e+15       2.938745847436e+11       1.605692742894e+12       1.125138832636e+15       2.753504766928e+15       1.917638403970e-04       6.033431996921e-02       3.556827832090e-06      -3.201145048881e-06       1.000000000000e+00       0.000000000000e+00       3.875236979587e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.875236979587e-15 
       4.896513327342e+06       3.151818184021e-11       9.464059425591e-02       5.174698089542e+07       1.403493062726e+04       2.866310540313e-03       6.872223889960e+10       5.463890872505e-02       1.581711201719e+15       2.877886128377e+11       1.572439779112e+12       1.094178601670e+15       2.677750031782e+15       1.918445526753e-04       6.031603279415e-02       3.549392288854e-06      -3.194453059969e-06       1.000000000000e+00       0.000000000000e+00       3.976538788229e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       3.976538788229e-15 
       4.862475947330e+06       3.196092950210e-11       9.530296333833e-02       5.103018280250e+07       1.403492996489e+04       2.886374602268e-03       6.824452341165e+10       5.502130151229e-02       1.538187555471e+15       2.818286778243e+11       1.539875464619e+12       1.064070297234e+15       2.604079556847e+15       1.919252744863e-04       6.029781067572e-02       3.541972289548e-06      -3.187775060594e-06       1.000000000000e+00       0.000000000000e+00       4.080488570599e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.080488570599e-15 
       4.828675172741e+06       3.240989624186e-11       9.596996738946e-02       5.032331463166e+07       1.403492929788e+04       2.906579111085e-03       6.777012868679e+10       5.540636993149e-02       1.495861540763e+15       2.759921695543e+11       1.507985537897e+12       1.034790477038e+15       2.532435995509e+15       1.920060059008e-04       6.027965390196e-02       3.534567801677e-06      -3.181111021510e-06       1.000000000000e+00       0.000000000000e+00       4.187155538714e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.187155538714e-15 
       4.795109358850e+06       3.286516940838e-11       9.664163882917e-02       4.962623881616e+07       1.403492862621e+04       2.926925049870e-03       6.729903164126e+10       5.579413269638e-02       1.454700202613e+15       2.702765319332e+11       1.476756032776e+12       1.006316343852e+15       2.462763579030e+15       1.920867469901e-04       6.026156276316e-02       3.527178792814e-06      -3.174460913533e-06       1.000000000000e+00       0.000000000000e+00       4.296610713486e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.296610713486e-15 
       4.761776872364e+06       3.332683757726e-11       9.731801030830e-02       4.893881969509e+07       1.403492794984e+04       2.947413408612e-03       6.683120935176e+10       5.618460865147e-02       1.414671492855e+15       2.646792618019e+11       1.446173272318e+12       9.786257277512e+14       2.395008073140e+15       1.921674978260e-04       6.024353755184e-02       3.519805230600e-06      -3.167824707540e-06       1.000000000000e+00       0.000000000000e+00       4.408926971990e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.408926971990e-15 
       4.728676091345e+06       3.379499056800e-11       9.799911470145e-02       4.826092348700e+07       1.403492726873e+04       2.968045184228e-03       6.636663905436e+10       5.657781677295e-02       1.375744245184e+15       2.591979078398e+11       1.416223862825e+12       9.516970688551e+14       2.329116735810e+15       1.922482584808e-04       6.022557856278e-02       3.512447082744e-06      -3.161202374470e-06       1.000000000000e+00       0.000000000000e+00       4.524179095973e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.524179095973e-15 
       4.695805405130e+06       3.426971946144e-11       9.868498511605e-02       4.759241826386e+07       1.403492658286e+04       2.988821380611e-03       6.590529814334e+10       5.697377616963e-02       1.337888150893e+15       2.538300694921e+11       1.386894687975e+12       9.255094005432e+14       2.265038276194e+15       1.923290290275e-04       6.020768609305e-02       3.505104317022e-06      -3.154593885319e-06       1.000000000000e+00       0.000000000000e+00       4.642443821627e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.642443821627e-15 
       4.663163214252e+06       3.475111661755e-11       9.937565489236e-02       4.693317392537e+07       1.403492589219e+04       3.009743008685e-03       6.544716417015e+10       5.737250608383e-02       1.301073735273e+15       2.485733959178e+11       1.358172903077e+12       9.000423331287e+14       2.202722814701e+15       1.924098095395e-04       6.018986044201e-02       3.497776901276e-06      -3.147999211149e-06       1.000000000000e+00       0.000000000000e+00       4.763799890661e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.763799890661e-15 
       4.630747930360e+06       3.523927569328e-11       1.000711575998e-01       4.628306217365e+07       1.403492519669e+04       3.030811086448e-03       6.499221484227e+10       5.777402589237e-02       1.265272334664e+15       2.434255849605e+11       1.330045929446e+12       8.752760379836e+14       2.142121844162e+15       1.924906000907e-04       6.017210191132e-02       3.490464803419e-06      -3.141418323077e-06       1.000000000000e+00       0.000000000000e+00       4.888328102714e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       4.888328102714e-15 
       4.598557976149e+06       3.573429166088e-11       1.007715270425e-01       4.564195648827e+07       1.403492449632e+04       3.052026639022e-03       6.454042802214e+10       5.817835510743e-02       1.230456074139e+15       2.383843821401e+11       1.302501448894e+12       8.511912321001e+14       2.083188192070e+15       1.925714007558e-04       6.015441080497e-02       3.483167991427e-06      -3.134851192285e-06       1.000000000000e+00       0.000000000000e+00       5.016111369131e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.016111369131e-15 
       4.566591785274e+06       3.623626082628e-11       1.014767972665e-01       4.500973210162e+07       1.403492379105e+04       3.073390698709e-03       6.409178172609e+10       5.858551337756e-02       1.196597845798e+15       2.334475796654e+11       1.275527398335e+12       8.277691630769e+14       2.025875983853e+15       1.926522116098e-04       6.013678742928e-02       3.475886433346e-06      -3.128297790012e-06       1.000000000000e+00       0.000000000000e+00       5.147234768146e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.147234768146e-15 
       4.534847802280e+06       3.674528084787e-11       1.021870025488e-01       4.438626597462e+07       1.403492308085e+04       3.094904305032e-03       6.364625412327e+10       5.899552048861e-02       1.163671287664e+15       2.286130154672e+11       1.249111964504e+12       8.049915945186e+14       1.970140607163e+15       1.927330327283e-04       6.011923209295e-02       3.468620097287e-06      -3.121758087559e-06       1.000000000000e+00       0.000000000000e+00       5.281785601510e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.281785601510e-15 
       4.503324482524e+06       3.726145075546e-11       1.029021774102e-01       4.377143677277e+07       1.403492236567e+04       3.116568504794e-03       6.320382353458e+10       5.940839636467e-02       1.131650763158e+15       2.238785722516e+11       1.223243578779e+12       7.828407918370e+14       1.915938677146e+15       1.928138641876e-04       6.010174510701e-02       3.461368951429e-06      -3.115232056286e-06       1.000000000000e+00       0.000000000000e+00       5.419853452593e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.419853452593e-15 
       4.472020292102e+06       3.778487096956e-11       1.036223566116e-01       4.316512484257e+07       1.403492164549e+04       3.138384352123e-03       6.276446843163e+10       5.982416106905e-02       1.100511341137e+15       2.192421765724e+11       1.197910912118e+12       7.612995084427e+14       1.863228002668e+15       1.928947060643e-04       6.008432678493e-02       3.454132964015e-06      -3.108719667613e-06       1.000000000000e+00       0.000000000000e+00       5.561530246007e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.561530246007e-15 
       4.440933707771e+06       3.831564332088e-11       1.043475751558e-01       4.256721218817e+07       1.403492092027e+04       3.160352908525e-03       6.232816743566e+10       6.024283480526e-02       1.070228776481e+15       2.147017979234e+11       1.173102870099e+12       7.403509723172e+14       1.811967553467e+15       1.929755584359e-04       6.006697744253e-02       3.446912103357e-06      -3.102220893021e-06       1.000000000000e+00       0.000000000000e+00       5.706910308790e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.706910308790e-15 
       4.410063216875e+06       3.885387107013e-11       1.050778682948e-01       4.197758244847e+07       1.403492018998e+04       3.182475242940e-03       6.189489931654e+10       6.066443791797e-02       1.040779491222e+15       2.102554478489e+11       1.148808588056e+12       7.199788729541e+14       1.762117428212e+15       1.930564213801e-04       6.004969739809e-02       3.439706337833e-06      -3.095735704050e-06       1.000000000000e+00       0.000000000000e+00       5.856090433183e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       5.856090433183e-15 
       4.379407317277e+06       3.939965892813e-11       1.058132715189e-01       4.139612087443e+07       1.403491945458e+04       3.204752431786e-03       6.146464299170e+10       6.108899089401e-02       1.012140556179e+15       2.059011790728e+11       1.125017426325e+12       7.001673486600e+14       1.713638823444e+15       1.931372949756e-04       6.003248697231e-02       3.432515635885e-06      -3.089264072297e-06       1.000000000000e+00       0.000000000000e+00       6.009169941049e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       6.009169941049e-15 
       4.348964517280e+06       3.995311307613e-11       1.065538205748e-01       4.082271430673e+07       1.403491871403e+04       3.227185559017e-03       6.103737752514e+10       6.151651436335e-02       9.842896731084e+14       2.016370846462e+11       1.101718965583e+12       6.809009742041e+14       1.666494003363e+15       1.932181793013e-04       6.001534648833e-02       3.425339966024e-06      -3.082805969422e-06       1.000000000000e+00       0.000000000000e+00       6.166250749980e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       6.166250749980e-15 
       4.318733335555e+06       4.051434118648e-11       1.072995514533e-01       4.025725115378e+07       1.403491796830e+04       3.249775716175e-03       6.061308212638e+10       6.194702910010e-02       9.572051573443e+14       1.974612971118e+11       1.078903002284e+12       6.621647488089e+14       1.620646270453e+15       1.932990744368e-04       5.999827627178e-02       3.418179296825e-06      -3.076361367142e-06       1.000000000000e+00       0.000000000000e+00       6.327437441121e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       6.327437441121e-15 
       4.288712301071e+06       4.108345244354e-11       1.080505004011e-01       3.969962136998e+07       1.403491721735e+04       3.272524002443e-03       6.019173614947e+10       6.238055602351e-02       9.308659209125e+14       1.933719876862e+11       1.056559544193e+12       6.439440844697e+14       1.576059936914e+15       1.933799804625e-04       5.998127665077e-02       3.411033596928e-06      -3.069930237235e-06       1.000000000000e+00       0.000000000000e+00       6.492837328776e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       6.492837328776e-15 
       4.258899953024e+06       4.166055756495e-11       1.088067039127e-01       3.914971643430e+07       1.403491646115e+04       3.295431524694e-03       5.977331909198e+10       6.281711619901e-02       9.052514561121e+14       1.893673654591e+11       1.034678806008e+12       6.262247945972e+14       1.532700296881e+15       1.934608974592e-04       5.996434795592e-02       3.403902835040e-06      -3.063512551536e-06       1.000000000000e+00       0.000000000000e+00       6.662560531828e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       6.662560531828e-15 
       4.229294840763e+06       4.224576882311e-11       1.095681987426e-01       3.860742932917e+07       1.403491569965e+04       3.318499397554e-03       5.935781059399e+10       6.325673083920e-02       8.803418195486e+14       1.854456766088e+11       1.013251205073e+12       6.089930829715e+14       1.490533599402e+15       1.935418255082e-04       5.994749052034e-02       3.396786979933e-06      -3.057108281939e-06       1.000000000000e+00       0.000000000000e+00       6.836720047027e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       6.836720047027e-15 
       4.199895523721e+06       4.283920006704e-11       1.103350219000e-01       3.807265451964e+07       1.403491493283e+04       3.341728743448e-03       5.894519043710e+10       6.369942130486e-02       8.561176166056e+14       1.816052036343e+11       9.922673571847e+11       5.922355330004e+14       1.449527022167e+15       1.936227646916e-04       5.993070467970e-02       3.389686000444e-06      -3.050717400399e-06       1.000000000000e+00       0.000000000000e+00       7.015431824189e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       7.015431824189e-15 
       4.170700571346e+06       4.344096674450e-11       1.111072106560e-01       3.754528793284e+07       1.403491416064e+04       3.365120692658e-03       5.853543854349e+10       6.414520910605e-02       8.325599863446e+14       1.778442646029e+11       9.717180724807e+11       5.759390972732e+14       1.409648645955e+15       1.937037150920e-04       5.991399077224e-02       3.382599865475e-06      -3.044339878928e-06       1.000000000000e+00       0.000000000000e+00       7.198814843362e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       7.198814843362e-15 
       4.141708563030e+06       4.405118592443e-11       1.118848025344e-01       3.702522693773e+07       1.403491338305e+04       3.388676383377e-03       5.812853497487e+10       6.459411590308e-02       8.096505868192e+14       1.741612124138e+11       9.515943514150e+11       5.600910874023e+14       1.370867429785e+15       1.937846767926e-04       5.989734913873e-02       3.375528543994e-06      -3.037975689595e-06       1.000000000000e+00       0.000000000000e+00       7.386991194013e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       7.386991194013e-15 
       4.112918088039e+06       4.466997631974e-11       1.126678353303e-01       3.651237032511e+07       1.403491260001e+04       3.412396961766e-03       5.772445993156e+10       6.504616350760e-02       7.873715807950e+14       1.705544340767e+11       9.318873808168e+11       5.446791641437e+14       1.333153186754e+15       1.938656498774e-04       5.988078012256e-02       3.368472005034e-06      -3.031624804530e-06       1.000000000000e+00       0.000000000000e+00       7.580086156273e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       7.580086156273e-15 
       4.084327745446e+06       4.529745831036e-11       1.134563470951e-01       3.600661828796e+07       1.403491181150e+04       3.436283582008e-03       5.732319375152e+10       6.550137388364e-02       7.657056218607e+14       1.670223500053e+11       9.125885300310e+11       5.296913277898e+14       1.296476560531e+15       1.939466344308e-04       5.986428406972e-02       3.361430217690e-06      -3.025287195921e-06       1.000000000000e+00       0.000000000000e+00       7.778228284315e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       7.778228284315e-15 
       4.055936144064e+06       4.593375396665e-11       1.142503761548e-01       3.550787240197e+07       1.403491101747e+04       3.460337406366e-03       5.692471690940e+10       6.595976914868e-02       7.446358409229e+14       1.635634133257e+11       8.936893471380e+11       5.151159088265e+14       1.260809002510e+15       1.940276305379e-04       5.984786132881e-02       3.354403151125e-06      -3.018962836013e-06       1.000000000000e+00       0.000000000000e+00       7.981549491907e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       7.981549491907e-15 
       4.027741902373e+06       4.657898707314e-11       1.150499610940e-01       3.501603560639e+07       1.403491021789e+04       3.484559605237e-03       5.652901001554e+10       6.642137157469e-02       7.241458330715e+14       1.601761091986e+11       8.751815552526e+11       5.009415588474e+14       1.226122749583e+15       1.941086382844e-04       5.983151225108e-02       3.347390774565e-06      -3.012651697108e-06       1.000000000000e+00       0.000000000000e+00       8.190185140196e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       8.190185140196e-15 
       3.999743648460e+06       4.723328315260e-11       1.158551407734e-01       3.453101218516e+07       1.403490941271e+04       3.508951357210e-03       5.613605381510e+10       6.688620358926e-02       7.042196448069e+14       1.568589541563e+11       8.570570488988e+11       4.871572417177e+14       1.192390802528e+15       1.941896577567e-04       5.981523719045e-02       3.340393057299e-06      -3.006353751569e-06       1.000000000000e+00       0.000000000000e+00       8.404274127790e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       8.404274127790e-15 
       3.971940019947e+06       4.789676949042e-11       1.166659543214e-01       3.405270774829e+07       1.403490860190e+04       3.533513849126e-03       5.574582918707e+10       6.735428777665e-02       6.848417616185e+14       1.536104954529e+11       8.393078904603e+11       4.737522249818e+14       1.159586904986e+15       1.942706890418e-04       5.979903650351e-02       3.333409968683e-06      -3.000068971815e-06       1.000000000000e+00       0.000000000000e+00       8.623958983193e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       8.623958983193e-15 
       3.944329663926e+06       4.856957515938e-11       1.174824411446e-01       3.358102921343e+07       1.403490778541e+04       3.558248276132e-03       5.535831714336e+10       6.782564687888e-02       6.659970959055e+14       1.504293104278e+11       8.219263067040e+11       4.607160715068e+14       1.127685523029e+15       1.943517322273e-04       5.978291054953e-02       3.326441478135e-06      -2.993797330322e-06       1.000000000000e+00       0.000000000000e+00       8.849385959657e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       8.849385959657e-15 
       3.916911236895e+06       4.925183104473e-11       1.183046409187e-01       3.311588478783e+07       1.403490696321e+04       3.583155841739e-03       5.497349882787e+10       6.830030379685e-02       6.476709752295e+14       1.473140058830e+11       8.049046853758e+11       4.480386313562e+14       1.096661825277e+15       1.944327874016e-04       5.976685969052e-02       3.319487555138e-06      -2.987538799624e-06       1.000000000000e+00       0.000000000000e+00       9.080705132505e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       9.080705132505e-15 
       3.889683404689e+06       4.994366986964e-11       1.191325936015e-01       3.265718395041e+07       1.403490613526e+04       3.608237757885e-03       5.459135551558e+10       6.877828159142e-02       6.298491308904e+14       1.442632174728e+11       7.882355718671e+11       4.357100338872e+14       1.066491663567e+15       1.945138546536e-04       5.975088429120e-02       3.312548169238e-06      -2.981293352314e-06       1.000000000000e+00       0.000000000000e+00       9.318070499001e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       9.318070499001e-15 
       3.862644842419e+06       5.064522622101e-11       1.199663394291e-01       3.220483743417e+07       1.403490530151e+04       3.633495244990e-03       5.421186861163e+10       6.925960348457e-02       6.125176868171e+14       1.412756091061e+11       7.719116659493e+11       4.237206800656e+14       1.037151554158e+15       1.945949340729e-04       5.973498471906e-02       3.305623290045e-06      -2.975060961040e-06       1.000000000000e+00       0.000000000000e+00       9.561640080834e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       9.561640080834e-15 
       3.835794234406e+06       5.135663657561e-11       1.208059189157e-01       3.175875720883e+07       1.403490446193e+04       3.658929532015e-03       5.383501965042e+10       6.974429286045e-02       5.956631487636e+14       1.383498723617e+11       7.559258185778e+11       4.120612349917e+14       1.008618659446e+15       1.946760257498e-04       5.971916134433e-02       3.298712887232e-06      -2.968841598509e-06       1.000000000000e+00       0.000000000000e+00       9.811576029269e-15       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       9.811576029269e-15 
       3.809130274115e+06       5.207803932663e-11       1.216513728632e-01       3.131885646368e+07       1.403490361648e+04       3.684541856525e-03       5.346079029471e+10       7.023237326660e-02       5.792723938020e+14       1.354847259149e+11       7.402710287598e+11       4.007226206323e+14       9.808707701890e+14       1.947571297752e-04       5.970341454007e-02       3.291816930537e-06      -2.962635237483e-06       1.000000000000e+00       0.000000000000e+00       1.006804473306e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.006804473306e-14 
       3.782651664095e+06       5.280957481058e-11       1.225027423552e-01       3.088504959065e+07       1.403490276511e+04       3.710333464747e-03       5.308916233474e+10       7.072386841502e-02       5.633326601056e+14       1.326789149764e+11       7.249404404895e+11       3.896960087527e+14       9.538862882138e+14       1.948382462406e-04       5.968774468211e-02       3.284935389760e-06      -2.956441850784e-06       1.000000000000e+00       0.000000000000e+00       1.033121692915e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.033121692915e-14 
       3.756357115912e+06       5.355138533457e-11       1.233600687628e-01       3.045725216773e+07       1.403490190778e+04       3.736305611632e-03       5.272011768732e+10       7.121880218335e-02       5.478315370120e+14       1.299312107431e+11       7.099273397444e+11       3.789728140429e+14       9.276442096054e+14       1.949193752385e-04       5.967215214911e-02       3.278068234763e-06      -2.950261411287e-06       1.000000000000e+00       0.000000000000e+00       1.060126781633e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.060126781633e-14 
       3.730245350090e+06       5.430361520399e-11       1.242233937501e-01       3.003538094245e+07       1.403490104446e+04       3.762459560913e-03       5.235363839495e+10       7.171719861601e-02       5.327569553608e+14       1.272404098592e+11       6.952251515457e+11       3.685446874329e+14       9.021241083552e+14       1.950005168618e-04       5.965663732261e-02       3.271215435474e-06      -2.944093891927e-06       1.000000000000e+00       0.000000000000e+00       1.087837717176e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.087837717176e-14 
       3.704315096047e+06       5.506641075054e-11       1.250927592664e-01       2.961935381575e+07       1.403490017509e+04       3.788796585170e-03       5.198970662499e+10       7.221908192536e-02       5.180971780959e+14       1.246053338903e+11       6.808274370784e+11       3.584035095927e+14       8.773061204596e+14       1.950816712041e-04       5.964120058697e-02       3.264376961882e-06      -2.937939265694e-06       1.000000000000e+00       0.000000000000e+00       1.116272947066e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.116272947066e-14 
       3.678565092032e+06       5.583992036067e-11       1.259682075561e-01       2.920908982594e+07       1.403489929964e+04       3.815317965890e-03       5.162830466874e+10       7.272447649289e-02       5.038407911275e+14       1.220248288061e+11       6.667278908715e+11       3.485413846099e+14       8.531709284571e+14       1.951628383598e-04       5.962584232946e-02       3.257552784038e-06      -2.931797505634e-06       1.000000000000e+00       0.000000000000e+00       1.145451400904e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.145451400904e-14 
       3.652994085066e+06       5.662429450445e-11       1.268497811634e-01       2.880450913300e+07       1.403489841807e+04       3.842024993531e-03       5.126941494060e+10       7.323340687037e-02       4.899766944449e+14       1.194977644760e+11       6.529203380366e+11       3.389506338426e+14       8.296997463900e+14       1.952440184239e-04       5.961056294024e-02       3.250742872057e-06      -2.925668584852e-06       1.000000000000e+00       0.000000000000e+00       1.175392502963e-14       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       9.999999999965e-08       1.175392502963e-14 
