# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0.7
# for k=1.05469e-05 to 9.11685 h/Mpc,
# number of wavenumbers equal to 270
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:vx_smg                 7:vx_prime_smg           8:d_tot                  9:phi                   10:psi                   11:t_g                   12:t_b                   13:t_ur                  14:t_tot              
       1.054685254309e-05      -9.183756533944e-04      -6.890155907565e-04      -6.890156174835e-04      -9.183643793445e-04      -6.891301003117e-04       5.563387917175e-01       5.560528100384e-01      -8.029001773075e-11      -3.139341287585e-15      -8.261682938310e-11      -5.454723969174e-14       3.177967454445e+02       3.358894347847e+02 
       1.117179284516e-05      -1.030391583968e-03      -7.730880827835e-04      -7.730881164305e-04      -1.030377391227e-03      -7.732165460686e-04       5.563386633981e-01       5.560526990977e-01      -1.010761486216e-10      -3.952168928158e-15      -1.040052687513e-10      -6.866886477010e-14       6.899144396176e+02       7.291885047751e+02 
       1.183376318815e-05      -1.156064474780e-03      -8.674189690309e-04      -8.674190113897e-04      -1.156046607865e-03      -8.675630838619e-04       5.563385549011e-01       5.560526100767e-01      -1.272431158123e-10      -4.975408090096e-15      -1.309304190945e-10      -8.644609572711e-14       1.497492131149e+03       1.582696010336e+03 
       1.253495773991e-05      -1.297057652961e-03      -9.732598022543e-04      -9.732598555798e-04      -1.297035160933e-03      -9.734214723435e-04       5.563383538111e-01       5.560524308505e-01      -1.601836256990e-10      -6.263529173088e-15      -1.648253031054e-10      -1.088250963985e-13       3.247560042942e+03       3.431892698945e+03 
       1.327770068094e-05      -1.455237281705e-03      -1.092015312297e-03      -1.092015379430e-03      -1.455208966993e-03      -1.092196672134e-03       5.563382394605e-01       5.560523410482e-01      -2.016507750216e-10      -7.885209715462e-15      -2.074938911882e-10      -1.369969204753e-13       7.014755029599e+03       7.408721799575e+03 
       1.406445390808e-05      -1.632695353869e-03      -1.225260923348e-03      -1.225261007862e-03      -1.632659709658e-03      -1.225464365833e-03       5.563380086308e-01       5.560521377533e-01      -2.538513584469e-10      -9.926711915365e-15      -2.612067171998e-10      -1.724607529846e-13       1.492635580842e+04       1.573525426667e+04 
       1.489782519471e-05      -1.831778861031e-03      -1.374764972793e-03      -1.374765079187e-03      -1.831733990489e-03      -1.374993180375e-03       5.563377949167e-01       5.560519549027e-01      -3.195631323598e-10      -1.249664232057e-14      -3.288220051335e-10      -2.171037301014e-13       3.040683155406e+04       3.189401796377e+04 
       1.578057683454e-05      -2.055119355456e-03      -1.542511312228e-03      -1.542511446169e-03      -2.055062870246e-03      -1.542767291554e-03       5.563376140501e-01       5.560518086688e-01      -4.022823685838e-10      -1.573185678421e-14      -4.139373193190e-10      -2.733011559310e-13       5.558344318377e+04       5.762700047385e+04 
       1.671563479743e-05      -2.305667126922e-03      -1.730725483582e-03      -1.730725652200e-03      -2.305596021666e-03      -1.731012604180e-03       5.563373278927e-01       5.560515613686e-01      -5.064099643802e-10      -1.980450845193e-14      -5.210807550061e-10      -3.440428209186e-13       7.990563980567e+04       8.073771636739e+04 
       1.770609842788e-05      -2.586730964722e-03      -1.941905220820e-03      -1.941905433094e-03      -2.586641455866e-03      -1.942227258473e-03       5.563370525350e-01       5.560513296288e-01      -6.374849010412e-10      -2.493190722980e-14      -6.559517536659e-10      -4.330918823274e-13       6.628702138041e+04       6.333611792259e+04 
