#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       2.396854253350e+02       7.447093568733e-04       1.992536200902e+00       3.866272457785e-02       1.813278356210e-02       1.480341423137e-02       1.943321462804e-04       2.951365042221e-03       1.518844159400e+00       3.511019261874e-02       6.197203274778e-02       6.207228326281e-02      -3.185507090309e-01      -3.152910334180e-03       2.246985445385e-02      -2.396710772401e+01       9.776541049735e-02       4.059907963685e-05       3.005226648034e-07       1.964839611319e-01       1.153261320762e-01 
       2.400138568344e+02       7.460420699371e-04       1.975309112728e+00       3.989710824769e-02       1.916315367325e-02       1.665787006271e-02       2.633534702150e-04       3.325994647185e-03       1.507093389528e+00       3.632793357198e-02       6.196405130238e-02       6.206588879033e-02      -3.171669461457e-01      -3.283295734011e-03       2.192818021353e-02      -2.399924085654e+01       9.779410524107e-02       4.069785019337e-05       3.009455722868e-07       1.965282631470e-01       1.152743175450e-01 
       2.403422883338e+02       7.473756376046e-04       1.957546513419e+00       4.111806556135e-02       2.020678460834e-02       1.853046499876e-02       3.345276156712e-04       3.704452023463e-03       1.494946324356e+00       3.753275465059e-02       6.195662635153e-02       6.206001760813e-02      -3.157246364097e-01      -3.410718818548e-03       2.135705542381e-02      -2.403138186369e+01       9.782292327121e-02       4.079675965044e-05       3.013685071616e-07       1.965729914965e-01       1.152232144888e-01 
       2.406707198333e+02       7.487100598759e-04       1.939254318364e+00       4.232519178551e-02       2.126370903808e-02       2.042108417312e-02       4.079078571085e-04       4.086722834882e-03       1.482407209140e+00       3.872461329770e-02       6.194974596116e-02       6.205465976976e-02      -3.142251487942e-01      -3.535034444904e-03       2.075725537091e-02      -2.406353081602e+01       9.785186612733e-02       4.089580801863e-05       3.017914776334e-07       1.966181497928e-01       1.151728130519e-01 
       2.409412990858e+02       7.498100696294e-04       1.923790662780e+00       4.330898295339e-02       2.214445758867e-02       2.199213122638e-02       4.700579475635e-04       4.404511767605e-03       1.471785283575e+00       3.969691027247e-02       6.194447829191e-02       6.205062439860e-02      -3.129478445201e-01      -3.635017691087e-03       2.024213253561e-02      -2.409002284373e+01       9.787580546869e-02       4.097751367913e-05       3.021399800254e-07       1.966556785037e-01       1.151318098180e-01 
       2.412118783382e+02       7.509106594312e-04       1.907975191449e+00       4.428294235782e-02       2.303423858093e-02       2.357525392452e-02       5.337725345633e-04       4.724868626105e-03       1.460902493384e+00       4.066034022456e-02       6.193956570958e-02       6.204692535188e-02      -3.116335330935e-01      -3.732719216772e-03       1.970855574261e-02      -2.411652035159e+01       9.789983090004e-02       4.105931364196e-05       3.024885203120e-07       1.966935021471e-01       1.150912705650e-01 
       2.414824575907e+02       7.520118292813e-04       1.891811456042e+00       4.524697490596e-02       2.393305275673e-02       2.517037010697e-02       5.990824606563e-04       5.047782283600e-03       1.449761250287e+00       4.161453579125e-02       6.193500169622e-02       6.204355721774e-02      -3.102830728656e-01      -3.828064153685e-03       1.915700108987e-02      -2.414302337920e+01       9.792394291386e-02       4.114120791752e-05       3.028370975608e-07       1.967316222510e-01       1.150511897456e-01 
       2.417530368432e+02       7.531135791798e-04       1.875303043584e+00       4.620093674144e-02       2.484090325798e-02       2.677739125571e-02       6.660188631255e-04       5.373240491556e-03       1.438364062087e+00       4.255925756887e-02       6.193077961473e-02       6.204051448385e-02      -3.088973493225e-01      -3.920979360530e-03       1.858795672521e-02      -2.416953196661e+01       9.794814216465e-02       4.122319651595e-05       3.031857112410e-07       1.967700405790e-01       1.150115617895e-01 
       2.420236160957e+02       7.542159091266e-04       1.858453597210e+00       4.714461703206e-02       2.575779005568e-02       2.839622400880e-02       7.346131687933e-04       5.701230185983e-03       1.426713489498e+00       4.349449190050e-02       6.192689276159e-02       6.203779157311e-02      -3.074772742796e-01      -4.011393551767e-03       1.800192245491e-02      -2.419604615425e+01       9.797242939414e-02       4.130527944820e-05       3.035343705224e-07       1.968087588018e-01       1.149723811114e-01 
       2.422941953481e+02       7.553188191218e-04       1.841266836733e+00       4.807781061651e-02       2.668370575670e-02       3.002677023921e-02       8.048970965876e-04       6.031737506675e-03       1.414812094905e+00       4.442024265833e-02       6.192333456139e-02       6.203538302578e-02      -3.060237843974e-01      -4.099237708584e-03       1.739940933256e-02      -2.422256598237e+01       9.799680507185e-02       4.138745672745e-05       3.038830845020e-07       1.968477779655e-01       1.149336421194e-01 
       2.425833266342e+02       7.564979902591e-04       1.822533167352e+00       4.906323320103e-02       2.768307032872e-02       3.178194144776e-02       8.819035378466e-04       6.387671407662e-03       1.401820389695e+00       4.539879715178e-02       6.191988821396e-02       6.203315061730e-02      -3.044347942034e-01      -4.190188796632e-03       1.673796320560e-02      -2.425091039912e+01       9.802295029096e-02       4.147537271022e-05       3.042557704513e-07       1.968898063237e-01       1.148927288412e-01 
       2.428724579203e+02       7.576778237127e-04       1.803423358237e+00       5.003636861841e-02       2.869271250112e-02       3.355023345132e-02       9.609152058569e-04       6.746443412584e-03       1.388548421201e+00       4.636602193483e-02       6.191680160615e-02       6.203126425719e-02      -3.028099505275e-01      -4.278049822854e-03       1.605894700049e-02      -2.427926135188e+01       9.804919759674e-02       4.156339645727e-05       3.046285187649e-07       1.969321812519e-01       1.148523066479e-01 
       2.431615892063e+02       7.588583194825e-04       1.783942155156e+00       5.099703746029e-02       2.971261407155e-02       3.533150298037e-02       1.041971867597e-03       7.108032521291e-03       1.374999471486e+00       4.732169989609e-02       6.191406658741e-02       6.202971715985e-02      -3.011504865925e-01      -4.362744280651e-03       1.536302367930e-02      -2.430761889062e+01       9.807554775851e-02       4.165152798733e-05       3.050013332235e-07       1.969749046674e-01       1.148123686684e-01 
       2.434507204924e+02       7.600394775684e-04       1.764094376660e+00       5.194501446261e-02       3.074275209163e-02       3.712559947435e-02       1.125113634621e-03       7.472416498235e-03       1.361176875373e+00       4.826577529649e-02       6.191167506228e-02       6.202850258988e-02      -2.994576643406e-01      -4.444198653563e-03       1.465086865780e-02      -2.433598306537e+01       9.810200139316e-02       4.173976732070e-05       3.053742248133e-07       1.970179779835e-01       1.147729080183e-01 
       2.437398517785e+02       7.612212979706e-04       1.743884927605e+00       5.288008190775e-02       3.178309588351e-02       3.893236514614e-02       1.210380958180e-03       7.839571890206e-03       1.347083983199e+00       4.919820012773e-02       6.190961902823e-02       6.202761389011e-02      -2.977327731644e-01      -4.522342505986e-03       1.392316920329e-02      -2.436435392608e+01       9.812855893002e-02       4.182811448046e-05       3.057472008950e-07       1.970614021789e-01       1.147339178059e-01 
       2.440289830646e+02       7.624037806889e-04       1.723318792425e+00       5.380206948113e-02       3.283360860678e-02       4.075163424065e-02       1.297814622337e-03       8.209473882941e-03       1.332724167083e+00       5.011879451825e-02       6.190789046015e-02       6.202704436878e-02      -2.959771291901e-01      -4.597108278396e-03       1.318062382748e-02      -2.439273152297e+01       9.815522086825e-02       4.191656949131e-05       3.061202616922e-07       1.971051784885e-01       1.146953911308e-01 
       2.443321619002e+02       7.636444261300e-04       1.701375851973e+00       5.475464857073e-02       3.394603966927e-02       4.267253227496e-02       1.391867927071e-03       8.600269006242e-03       1.317383726747e+00       5.107111085157e-02       6.190642081825e-02       6.202678263650e-02      -2.941046211918e-01      -4.671807792972e-03       1.238683039814e-02      -2.442249514595e+01       9.818329095962e-02       4.200943798662e-05       3.065115368495e-07       1.971514615429e-01       1.146554829417e-01 
       2.446353407358e+02       7.648857998084e-04       1.679052161287e+00       5.569248758276e-02       3.506955984839e-02       4.460677589723e-02       1.488396141575e-03       8.994023241870e-03       1.301757605749e+00       5.200992146867e-02       6.190529302482e-02       6.202685663187e-02      -2.922013510372e-01      -4.742650963525e-03       1.157832272423e-02      -2.445226628959e+01       9.821147720081e-02       4.210242512374e-05       3.069029132676e-07       1.971981351502e-01       1.146160688340e-01 
       2.449385195715e+02       7.661279017242e-04       1.656353693896e+00       5.661533162911e-02       3.620411360155e-02       4.655414537309e-02       1.587447372518e-03       9.390703115181e-03       1.285849889370e+00       5.293522276712e-02       6.190449787972e-02       6.202725866741e-02      -2.902689219875e-01      -4.809570849890e-03       1.075594156125e-02      -2.448204501223e+01       9.823978000561e-02       4.219553093463e-05       3.072944040922e-07       1.972452001789e-01       1.145771408103e-01 
       2.452416984071e+02       7.673707318773e-04       1.633286522627e+00       5.752295793621e-02       3.734963538167e-02       4.851441171007e-02       1.689070071379e-03       9.790273605999e-03       1.269664668945e+00       5.384694812049e-02       6.190402618562e-02       6.202798103122e-02      -2.883089637222e-01      -4.872504251196e-03       9.920538188209e-03      -2.451183137244e+01       9.826819983951e-02       4.228875545461e-05       3.076860133118e-07       1.972926576092e-01       1.145386908707e-01 
       2.455448772427e+02       7.686142902679e-04       1.609856802761e+00       5.841522520365e-02       3.850605354143e-02       5.048733554357e-02       1.793313020023e-03       1.019269793220e-02       1.253206072729e+00       5.474478019337e-02       6.190386875141e-02       6.202901599985e-02      -2.863231307458e-01      -4.931391775154e-03       9.072973613142e-03      -2.454162542894e+01       9.829673719902e-02       4.238209871982e-05       3.080777368577e-07       1.973405087544e-01       1.145007110055e-01 
       2.458480560784e+02       7.698585768958e-04       1.586070747075e+00       5.929198933688e-02       3.967329496957e-02       5.247266684884e-02       1.900225308249e-03       1.059793749876e-02       1.236478323581e+00       5.562839370151e-02       6.190401634206e-02       6.203035579978e-02      -2.843131010066e-01      -4.986177837736e-03       8.214117759847e-03      -2.457142724075e+01       9.832539265953e-02       4.247556076596e-05       3.084695801851e-07       1.973887551335e-01       1.144631931879e-01 
       2.461512349140e+02       7.711035917610e-04       1.561934635423e+00       6.015301044198e-02       4.085128179798e-02       5.447014612805e-02       2.009856312539e-03       1.100595214178e-02       1.219485720604e+00       5.649777745464e-02       6.190445981123e-02       6.203199273054e-02      -2.822805738192e-01      -5.036810994206e-03       7.344848639793e-03      -2.460123686682e+01       9.835416658843e-02       4.256914163049e-05       3.088615565928e-07       1.974373974954e-01       1.144261293821e-01 
       2.465259267265e+02       7.726432834130e-04       1.531631224626e+00       6.119501926409e-02       4.232184131137e-02       5.695516866124e-02       2.149177061347e-03       1.151398016694e-02       1.198125428852e+00       5.755261670163e-02       6.190540312234e-02       6.203441484204e-02      -2.797401003422e-01      -5.093579197393e-03       6.257471269132e-03      -2.463808878872e+01       9.838989182107e-02       4.268496031256e-05       3.093461844156e-07       1.974980614504e-01       1.143809383757e-01 
       2.469006185390e+02       7.741840873693e-04       1.500815112329e+00       6.221225433373e-02       4.380848689697e-02       5.945780806135e-02       2.292820476922e-03       1.202610120373e-02       1.176375286907e+00       5.858562343552e-02       6.190676724360e-02       6.203726441683e-02      -2.771711759188e-01      -5.143850697783e-03       5.157225768493e-03      -2.467495284836e+01       9.842579944150e-02       4.280096062022e-05       3.098310245670e-07       1.975593328731e-01       1.143364133951e-01 
       2.471965362895e+02       7.754017435238e-04       1.476123475361e+00       6.299800478487e-02       4.499382123345e-02       6.144638790887e-02       2.409382051902e-03       1.243339155488e-02       1.158927693512e+00       5.938554303487e-02       6.190813074901e-02       6.203980744998e-02      -2.751244089602e-01      -5.178914234988e-03       4.280312994443e-03      -2.470407537265e+01       9.845428737467e-02       4.289270179432e-05       3.102140877580e-07       1.976081535250e-01       1.143017099510e-01 
       2.474924540400e+02       7.766200934510e-04       1.451125916250e+00       6.376806646450e-02       4.618896571508e-02       6.344532727809e-02       2.528745812511e-03       1.284313659025e-02       1.141246238351e+00       6.017111688737e-02       6.190973780823e-02       6.204260101661e-02      -2.730636186827e-01      -5.209849828654e-03       3.397272880124e-03      -2.473320559232e+01       9.848288956173e-02       4.298455634572e-05       3.105973006970e-07       1.976573546921e-01       1.142674049702e-01 
       2.477883717906e+02       7.778391371510e-04       1.425828634217e+00       6.452218576170e-02       4.739381484914e-02       6.545433510556e-02       2.650958819225e-03       1.325529076277e-02       1.123335149045e+00       6.094250201248e-02       6.191158006247e-02       6.204563797281e-02      -2.709904679166e-01      -5.236630144345e-03       2.508949187725e-03      -2.476234356265e+01       9.851160625501e-02       4.307652431902e-05       3.109806695459e-07       1.977069366359e-01       1.142334909615e-01 
       2.480842895411e+02       7.790588746237e-04       1.400237929375e+00       6.526012228527e-02       4.860824753661e-02       6.747311287611e-02       2.776068282405e-03       1.366980736884e-02       1.105198598755e+00       6.169988178849e-02       6.191364911574e-02       6.204891108367e-02      -2.689066299188e-01      -5.259231357358e-03       1.616188152975e-03      -2.479148933932e+01       9.854043793332e-02       4.316860576053e-05       3.113641917598e-07       1.977568999326e-01       1.141999604498e-01 
       2.483802072916e+02       7.802793058691e-04       1.374360183402e+00       6.598179704306e-02       4.983213292891e-02       6.950135197605e-02       2.904121545546e-03       1.408663802476e-02       1.086840736347e+00       6.244295376245e-02       6.191593669447e-02       6.205241319820e-02      -2.668137862188e-01      -5.277633518137e-03       7.198377473544e-04      -2.482064297784e+01       9.856938494952e-02       4.326080071637e-05       3.117478684578e-07       1.978072454120e-01       1.141668059657e-01 
       2.486761250422e+02       7.815004308873e-04       1.348201803787e+00       6.668718818492e-02       5.106534205105e-02       7.153873252002e-02       3.035166050489e-03       1.450573243802e-02       1.068265815855e+00       6.317119553822e-02       6.191843471304e-02       6.205613734629e-02      -2.647136246934e-01      -5.291820837175e-03      -1.792530756356e-04      -2.484980453322e+01       9.859844725492e-02       4.335310923346e-05       3.121317107654e-07       1.978579734237e-01       1.141340200252e-01 
       2.489720427927e+02       7.827222496783e-04       1.321769219972e+00       6.737610845406e-02       5.230774594957e-02       7.358492570220e-02       3.169249302522e-03       1.492703888309e-02       1.049478212912e+00       6.388459230399e-02       6.192113506269e-02       6.206007652139e-02      -2.626078388942e-01      -5.301781272173e-03      -1.080235133800e-03      -2.487897406064e+01       9.862762481848e-02       4.344553136158e-05       3.125157285494e-07       1.979090838286e-01       1.141015951361e-01 
       2.492823362278e+02       7.840041695740e-04       1.293765137806e+00       6.808049523490e-02       5.362022538257e-02       7.573962229291e-02       3.313161988889e-03       1.537113076708e-02       1.029554233767e+00       6.461708488698e-02       6.192417491909e-02       6.206443016601e-02      -2.603955669568e-01      -5.307676288388e-03      -2.026091915543e-03      -2.490956926691e+01       9.865834401827e-02       4.354256543782e-05       3.129185913912e-07       1.979630880555e-01       1.140679746741e-01 
       2.495926296630e+02       7.852868522867e-04       1.265474347732e+00       6.876625022380e-02       5.494247268180e-02       7.790324358197e-02       3.460522995763e-03       1.581753467869e-02       1.009406119504e+00       6.533374832381e-02       6.192741876732e-02       6.206900405176e-02      -2.581809395657e-01      -5.308908649516e-03      -2.972118028196e-03      -2.494017336422e+01       9.868919083532e-02       4.363972454973e-05       3.133216445939e-07       1.980175134242e-01       1.140347343846e-01 
       2.499029230982e+02       7.865702978164e-04       1.236904543720e+00       6.943338984880e-02       5.627429653097e-02       8.007537972105e-02       3.611387202847e-03       1.626618611447e-02       9.890388056695e-01       6.603397463044e-02       6.193085746535e-02       6.207379013574e-02      -2.559659182061e-01      -5.305477745195e-03      -3.917338903107e-03      -2.497078641629e+01       9.872016530559e-02       4.373700875776e-05       3.137248975717e-07       1.980723603667e-01       1.140018656775e-01 
       2.502132165333e+02       7.878545061632e-04       1.208063422633e+00       7.008185444470e-02       5.761551055596e-02       8.225560794312e-02       3.765809444019e-03       1.671701843911e-02       9.684573957143e-01       6.671734503502e-02       6.193448203515e-02       6.207878053194e-02      -2.537524630211e-01      -5.297387893720e-03      -4.860783348489e-03      -2.500140848634e+01       9.875126707854e-02       4.383441812505e-05       3.141283641488e-07       1.981276284344e-01       1.139693599491e-01 
       2.505235099685e+02       7.891394773270e-04       1.178958719064e+00       7.071135925420e-02       5.896592245178e-02       8.444349638623e-02       3.923844465104e-03       1.716996365678e-02       9.476670862398e-01       6.738416524081e-02       6.193828328910e-02       6.208396710591e-02      -2.515425325317e-01      -5.284647447475e-03      -5.801484475662e-03      -2.503203963833e+01       9.878249629841e-02       4.393195271848e-05       3.145320489238e-07       1.981833173537e-01       1.139372086029e-01 
       2.508338034036e+02       7.904252113077e-04       1.149598274466e+00       7.132166043853e-02       6.032531899791e-02       8.663860575313e-02       4.085546907496e-03       1.762495274951e-02       9.266730003207e-01       6.803468338993e-02       6.194225205156e-02       6.208934165525e-02      -2.493380811197e-01      -5.267269064308e-03      -6.738480599278e-03      -2.506267993645e+01       9.881385331547e-02       4.402961260604e-05       3.149359475988e-07       1.982394272181e-01       1.139054030682e-01 
       2.511440968388e+02       7.917117081056e-04       1.119990021489e+00       7.191272173745e-02       6.169347184648e-02       8.884048569705e-02       4.250971284223e-03       1.808191496084e-02       9.054802062892e-01       6.866853002375e-02       6.194637936116e-02       6.209489612693e-02      -2.471410563452e-01      -5.245270129391e-03      -7.670816135123e-03      -2.509332944449e+01       9.884533824235e-02       4.412739785529e-05       3.153400656918e-07       1.982959582834e-01       1.138739347912e-01 
       2.514857965445e+02       7.931292998840e-04       1.087107793738e+00       7.254129525490e-02       6.320995864631e-02       9.127250612656e-02       4.437510088693e-03       1.858732387569e-02       8.819186700010e-01       6.934680696169e-02       6.195109740333e-02       6.210121156531e-02      -2.447325706911e-01      -5.215725652325e-03      -8.690991502194e-03      -2.512709186559e+01       9.888015749668e-02       4.423522553298e-05       3.157853549078e-07       1.983586977283e-01       1.138396614206e-01 
       2.518274962502e+02       7.945478167108e-04       1.053945365649e+00       7.314625746687e-02       6.473647572952e-02       9.371153908378e-02       4.628700484761e-03       1.909493706339e-02       8.581294491253e-01       7.000446196523e-02       6.195598540497e-02       6.210772508175e-02      -2.423380167713e-01      -5.180640856994e-03      -9.703109411850e-03      -2.516086561661e+01       9.891513123249e-02       4.434320541456e-05       3.162309353281e-07       1.984219463215e-01       1.138057752517e-01 
       2.521691959559e+02       7.959672585858e-04       1.020513496917e+00       7.372729605614e-02       6.627269060998e-02       9.615693843355e-02       4.824614282029e-03       1.960465312601e-02       8.341195530003e-01       7.064186663111e-02       6.196103153985e-02       6.211442587908e-02      -2.399599526710e-01      -5.140057484631e-03      -1.070592738081e-02      -2.519465078276e+01       9.895025971772e-02       4.445133759994e-05       3.166768046710e-07       1.984857036830e-01       1.137722649080e-01 
       2.525108956616e+02       7.973876255092e-04       9.868230781524e-01       7.428424538927e-02       6.781824442738e-02       9.860804414916e-02       5.025322832851e-03       2.011636861720e-02       8.098958853661e-01       7.125901080767e-02       6.196622415597e-02       6.212130322316e-02      -2.376009156976e-01      -5.094023691339e-03      -1.169821737394e-02      -2.522844744914e+01       9.898554320516e-02       4.455962218965e-05       3.171229688042e-07       1.985499697141e-01       1.137391190565e-01 
       2.528525953674e+02       7.988089174809e-04       9.528850671836e-01       7.481710605734e-02       6.937276769195e-02       1.010641776363e-01       5.230896958657e-03       2.062997711580e-02       7.854653758689e-01       7.185536798456e-02       6.197155209387e-02       6.212834680316e-02      -2.352634179386e-01      -5.042594809378e-03      -1.267876721071e-02      -2.526225569953e+01       9.902098110047e-02       4.466805928619e-05       3.175694419227e-07       1.986147432078e-01       1.137063263844e-01 
       2.531942950731e+02       8.002311345008e-04       9.187104292716e-01       7.532579370629e-02       7.093588910699e-02       1.035246441650e-01       5.441406853195e-03       2.114536972047e-02       7.608351131885e-01       7.243064985641e-02       6.197700422783e-02       6.213554629299e-02      -2.329499449670e-01      -4.985832389587e-03      -1.364638196613e-02      -2.529607561762e+01       9.905657284183e-02       4.477664899583e-05       3.180162321349e-07       1.986800228267e-01       1.136738755866e-01 
       2.535359947788e+02       8.016542765691e-04       8.843101781104e-01       7.581003300180e-02       7.250722359546e-02       1.059887364886e-01       5.656921996748e-03       2.166243578101e-02       7.360122510920e-01       7.298519898532e-02       6.198256922511e-02       6.214289107716e-02      -2.306629541600e-01      -4.923803497683e-03      -1.459988530140e-02      -2.532990728784e+01       9.909231851857e-02       4.488539142708e-05       3.184633368759e-07       1.987458078043e-01       1.136417553890e-01 
       2.539007430528e+02       8.031744341628e-04       8.473531342952e-01       7.629974192363e-02       7.419314660576e-02       1.086222282817e-01       5.892574787686e-03       2.221609932646e-02       7.093104707017e-01       7.355444676734e-02       6.198862151926e-02       6.215087967235e-02      -2.282536571776e-01      -4.851861866903e-03      -1.560082930563e-02      -2.536603405871e+01       9.913064534667e-02       4.500163747397e-05       3.189409565562e-07       1.988165871553e-01       1.136078207325e-01 
       2.542654913268e+02       8.046956458077e-04       8.101653252744e-01       7.676131028287e-02       7.588743302169e-02       1.112581394897e-01       6.134091625099e-03       2.277140262205e-02       6.824058272580e-01       7.409995018917e-02       6.199477666432e-02       6.215900936625e-02      -2.258802025728e-01      -4.774100021597e-03      -1.658299656037e-02      -2.540217441778e+01       9.916914698007e-02       4.511805780146e-05       3.194189600756e-07       1.988879396594e-01       1.135742363811e-01 
       2.546302396008e+02       8.062179115038e-04       7.727604245548e-01       7.719468157459e-02       7.758954574445e-02       1.138955566479e-01       6.381553793673e-03       2.332820333360e-02       6.553069476951e-01       7.462139611840e-02       6.200102178662e-02       6.216726780294e-02      -2.235454451729e-01      -4.690622912127e-03      -1.754503638974e-02      -2.543832846581e+01       9.920782265712e-02       4.523465255038e-05       3.198973547220e-07       1.989598632974e-01       1.135409887646e-01 
       2.549949878748e+02       8.077412312510e-04       7.351521375311e-01       7.759965029321e-02       7.929893387355e-02       1.165335484682e-01       6.635041213521e-03       2.388635657471e-02       6.280225508757e-01       7.511895755919e-02       6.200734385537e-02       6.217564236886e-02      -2.212521880638e-01      -4.601542316253e-03      -1.848562909567e-02      -2.547449630410e+01       9.924667224313e-02       4.535142186407e-05       3.203761399046e-07       1.990323567590e-01       1.135080643571e-01 
       2.553597361488e+02       8.092656050494e-04       6.973542600570e-01       7.797598832835e-02       8.101501789075e-02       1.191711695857e-01       6.894632323040e-03       2.444571566180e-02       6.005613063439e-01       7.559294567353e-02       6.201373002054e-02       6.218412049362e-02      -2.190031779684e-01      -4.506977270773e-03      -1.940348758205e-02      -2.551067803372e+01       9.928569563276e-02       4.546836588736e-05       3.208553265203e-07       1.991054185560e-01       1.134754496982e-01 
       2.557244844227e+02       8.107910328989e-04       6.593806890753e-01       7.832361314119e-02       8.273718873035e-02       1.218074586189e-01       7.160403970436e-03       2.500613173113e-02       5.729317920542e-01       7.604328071877e-02       6.202016800424e-02       6.219269004032e-02      -2.168011001162e-01      -4.407054717078e-03      -2.029735897869e-02      -2.554687375432e+01       9.932489192952e-02       4.558548476845e-05       3.213349287055e-07       1.991790459747e-01       1.134431313954e-01 
       2.560892326967e+02       8.123175147996e-04       6.212453592758e-01       7.864253512467e-02       8.446482158346e-02       1.244414348487e-01       7.432431278645e-03       2.556745307808e-02       5.451426162802e-01       7.646961044207e-02       6.202664567253e-02       6.220133890930e-02      -2.146485762142e-01      -4.301908475543e-03      -2.116602624169e-02      -2.558308356515e+01       9.936426028740e-02       4.570277865940e-05       3.218149501346e-07       1.992532367025e-01       1.134110961063e-01 
       2.564539809707e+02       8.138450507515e-04       5.829622042666e-01       7.893268111949e-02       8.619728046223e-02       1.270721008811e-01       7.710787492568e-03       2.612952569234e-02       5.172024991076e-01       7.687184501932e-02       6.203315082150e-02       6.221005483457e-02      -2.125481619481e-01      -4.191678654394e-03      -2.200830966068e-02      -2.561930756569e+01       9.940380030909e-02       4.582024771437e-05       3.222953936437e-07       1.993279890576e-01       1.133793305336e-01 
       2.568247518751e+02       8.153988892883e-04       5.439098303982e-01       7.919789442985e-02       8.796261055114e-02       1.297417701119e-01       8.000299767260e-03       2.670148879527e-02       4.886553211345e-01       7.725647472130e-02       6.203977917088e-02       6.221897082847e-02      -2.104690348340e-01      -4.074569755268e-03      -2.283628410886e-02      -2.565614433291e+01       9.944416869518e-02       4.593983607570e-05       3.227842153173e-07       1.994045488422e-01       1.133473032619e-01 
       2.571955227795e+02       8.169538169721e-04       5.047339408809e-01       7.943300855275e-02       8.973151494058e-02       1.324059010845e-01       8.296497821350e-03       2.727390259022e-02       4.599702001332e-01       7.761687780898e-02       6.204641135592e-02       6.222793099443e-02      -2.084488529726e-01      -3.952520834351e-03      -2.363466155105e-02      -2.569299596768e+01       9.948471308122e-02       4.605960576259e-05       3.232734969191e-07       1.994816831646e-01       1.133155272238e-01 
       2.575662936839e+02       8.185098338029e-04       4.654493744204e-01       7.963806133019e-02       9.150323849780e-02       1.350634026873e-01       8.599451782756e-03       2.784659988160e-02       4.311560937693e-01       7.795278717667e-02       6.205303543259e-02       6.223692289199e-02      -2.064900671195e-01      -3.825699593812e-03      -2.440233051028e-02      -2.572986257243e+01       9.952543259149e-02       4.617955694574e-05       3.237632385108e-07       1.995593893196e-01       1.132839886968e-01 
       2.579370645883e+02       8.200669397806e-04       4.260709573072e-01       7.981306515754e-02       9.327701281701e-02       1.377131669074e-01       8.909229176597e-03       2.841941118649e-02       4.022220370665e-01       7.826402288461e-02       6.205963950957e-02       6.224593402714e-02      -2.045950437899e-01      -3.694279755893e-03      -2.513822527734e-02      -2.576674424946e+01       9.956632660422e-02       4.629968979772e-05       3.242534480243e-07       1.996376650290e-01       1.132526740229e-01 
       2.583078354927e+02       8.216251349054e-04       3.866135191801e-01       7.995787519077e-02       9.505204985118e-02       1.403540721473e-01       9.225894747081e-03       2.899216539216e-02       3.731771035895e-01       7.855092659625e-02       6.206621201081e-02       6.225495210195e-02      -2.027660612717e-01      -3.558441379589e-03      -2.584132722857e-02      -2.580364110017e+01       9.960739418274e-02       4.642000449430e-05       3.247441401139e-07       1.997165067830e-01       1.132215696245e-01 
       2.586786063971e+02       8.231844191771e-04       3.470919469456e-01       8.007237614859e-02       9.682752820361e-02       1.429849867455e-01       9.549510308123e-03       2.956469045185e-02       3.440302659445e-01       7.881381753808e-02       6.207274161951e-02       6.226396492349e-02      -2.010053070123e-01      -3.418370311050e-03      -2.651066609871e-02      -2.584055322535e+01       9.964863436538e-02       4.654050121531e-05       3.252353216650e-07       1.997959109625e-01       1.131906620224e-01 
       2.590493773015e+02       8.247447925958e-04       3.075211746164e-01       8.015660380357e-02       9.860259613837e-02       1.456047669634e-01       9.880134594733e-03       3.013681297244e-02       3.147903945606e-01       7.905260336984e-02       6.207921721090e-02       6.227296034344e-02      -1.993148750374e-01      -3.274257750690e-03      -2.714532118014e-02      -2.587748072526e+01       9.969004633139e-02       4.666118014255e-05       3.257269910008e-07       1.998758746212e-01       1.131599378318e-01 
       2.594282335295e+02       8.263403177834e-04       2.670522037476e-01       8.021141125744e-02       1.004150424011e-01       1.482689694297e-01       1.022526608544e-02       3.072081344386e-02       2.848260197933e-01       7.927170915023e-02       6.208576683459e-02       6.228212137861e-02      -1.976622976531e-01      -3.123032261069e-03      -2.775708454654e-02      -2.591522948057e+01       9.973253799140e-02       4.678467909034e-05       3.262298982007e-07       1.999581568158e-01       1.131287192688e-01 
       2.598070897574e+02       8.279369801375e-04       2.265633638623e-01       8.023461234117e-02       1.022252002974e-01       1.509190886607e-01       1.057782867651e-02       3.130402224827e-02       2.547832338848e-01       7.946578097477e-02       6.209223744425e-02       6.229123909299e-02      -1.960872523558e-01      -2.968007563725e-03      -2.833085441972e-02      -2.595299449765e+01       9.977520676344e-02       4.690836866841e-05       3.267333401085e-07       2.000410154767e-01       1.130976642389e-01 
       2.601859459853e+02       8.295347796580e-04       1.860705681841e-01       8.022618413042e-02       1.040320913241e-01       1.535538669864e-01       1.093787389485e-02       3.188625027794e-02       2.246714637946e-01       7.963502203792e-02       6.209861796779e-02       6.230030092505e-02      -1.945916532159e-01      -2.809403885503e-03      -2.886581584968e-02      -2.599077588109e+01       9.981805149827e-02       4.703224907961e-05       3.272373188309e-07       2.001244464882e-01       1.130667587642e-01 
