# Matter power spectrum P(k) at redshift z=0.3
# for k=1.05469e-05 to 9.11685 h/Mpc,
# number of wavenumbers equal to 270
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       1.054685254309e-05       3.679434489229e+01 
       1.117179284516e-05       3.888915024506e+01 
       1.183376318815e-05       4.110321493032e+01 
       1.253495773991e-05       4.344332705797e+01 
       1.327770068094e-05       4.591667310698e+01 
       1.406445390808e-05       4.853082196765e+01 
       1.489782519471e-05       5.129380325669e+01 
       1.578057683454e-05       5.421408817201e+01 
       1.671563479743e-05       5.730062059516e+01 
       1.770609842788e-05       6.056287668544e+01 
       1.875525071809e-05       6.401085132838e+01 
       1.986656918977e-05       6.765511775667e+01 
       2.104373742076e-05       7.150685172491e+01 
       2.229065725459e-05       7.557786069432e+01 
       2.361146173358e-05       7.988062059189e+01 
       2.501052879817e-05       8.442833579374e+01 
       2.649249579812e-05       8.923494100934e+01 
       2.806227486340e-05       9.431516886945e+01 
       2.972506918601e-05       9.968459421025e+01 
       3.148639026643e-05       1.053596733449e+02 
       3.335207618210e-05       1.113578038264e+02 
       3.532831093829e-05       1.176973626091e+02 
       3.742164496560e-05       1.243977850890e+02 
       3.963901683208e-05       1.314795972768e+02 
       4.198777624174e-05       1.389644978203e+02 
       4.447570839598e-05       1.468754178886e+02 
       4.711105979834e-05       1.552365903459e+02 
       4.990256558844e-05       1.640736240363e+02 
       5.285947849546e-05       1.734135788847e+02 
       5.599159950724e-05       1.832850515340e+02 
       5.930931035668e-05       1.937182588109e+02 
       6.282360793301e-05       2.047451297988e+02 
       6.654614073212e-05       2.163994044545e+02 
       7.048924746667e-05       2.287167288663e+02 
       7.466599796401e-05       2.417347658180e+02 
       7.909023648746e-05       2.554933085232e+02 
       8.377662762449e-05       2.700343944825e+02 
       8.874070489404e-05       2.854024334540e+02 
       9.399892223387e-05       3.016443379673e+02 
       9.956870853887e-05       3.188096583512e+02 
       1.054685254309e-04       3.369507296631e+02 
       1.117179284516e-04       3.561228239113e+02 
       1.183376318815e-04       3.763843059814e+02 
       1.253495773991e-04       3.977968049723e+02 
       1.327770068094e-04       4.204253855218e+02 
       1.406445390808e-04       4.443387317633e+02 
       1.489782519471e-04       4.696093362513e+02 
       1.578057683454e-04       4.963137017934e+02 
       1.671563479743e-04       5.245325470583e+02 
       1.770609842788e-04       5.543510216532e+02 
       1.875525071809e-04       5.858589204291e+02 
       1.986656918977e-04       6.191509407644e+02 
       2.104373742076e-04       6.543268845601e+02 
       2.229065725459e-04       6.914919310842e+02 
       2.361146173358e-04       7.307568768158e+02 
       2.501052879817e-04       7.722383927200e+02 
       2.649249579812e-04       8.160592903071e+02 
       2.806227486340e-04       8.623487771709e+02 
       2.972506918601e-04       9.112427367252e+02 
       3.148639026643e-04       9.628839869091e+02 
       3.335207618210e-04       1.017422549060e+03 
       3.532831093829e-04       1.075015911319e+03 
       3.742164496560e-04       1.135829293482e+03 
       3.963901683208e-04       1.200035889088e+03 
       4.198777624174e-04       1.267817117183e+03 
       4.447570839598e-04       1.339362841928e+03 
       4.711105979834e-04       1.414871601344e+03 
       4.990256558844e-04       1.494550801158e+03 
       5.285947849546e-04       1.578616897302e+03 
       5.599159950724e-04       1.667295534470e+03 
       5.930931035668e-04       1.760821713561e+03 
       6.282360793301e-04       1.859439817154e+03 
       6.654614073212e-04       1.963403792649e+03 
       7.048924746667e-04       2.072977027591e+03 
       7.466599796401e-04       2.188432370940e+03 
       7.909023648746e-04       2.310052032479e+03 
       8.377662762449e-04       2.438127303088e+03 
       8.874070489404e-04       2.572958275372e+03 
